Dataset,n_splits,n_alternatives,n_voters,rule_name,distance,distance_std,winning_ranking,annealed_scores
F1 Seasons (2002),10,19,16,Plurality Veto,0.2944444444444444,0.01415136208934436,"[(1,), (0,), (13,), (2, 3, 4, 7, 8, 10, 12, 14, 16, 18), (6,), (9, 11, 15), (17,), (5,)]",[]
F1 Seasons (2002),10,19,16,Veto,0.3692982456140351,0.011383498212494625,"[(0, 1, 2, 3, 4, 7, 8, 10, 12, 13, 14, 18), (6, 16), (9, 11, 15), (17,), (5,)]",[]
F1 Seasons (2002),10,19,16,Two Approval,0.3327485380116959,0.012062166475169573,"[(1,), (0,), (7,), (13, 16), (10,), (2, 3, 4, 5, 6, 8, 9, 11, 12, 14, 15, 17, 18)]",[]
F1 Seasons (1994),10,17,15,Trimmed Borda,0.27647058823529413,0.01943706264010474,"[(10,), (5,), (14,), (2,), (4,), (9,), (1,), (11,), (13,), (12,), (8, 15), (0,), (6,), (16,), (7,), (3,)]",[]
F1 Seasons (1994),10,17,15,Borda Min-Max,0.3283088235294117,0.013131057398274153,"[(10,), (5,), (2,), (14,), (4,), (9,), (1,), (11,), (13,), (12,), (8, 15), (0,), (6,), (16,), (7,), (3,)]",[]
F1 Seasons (1994),10,17,15,Plurality,0.4099264705882352,0.00792788921060582,"[(10,), (2,), (0, 11), (1, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16)]",[]
F1 Seasons (1994),10,17,15,F1_rule-1991,0.27941176470588236,0.011391127488845344,"[(10,), (2,), (4,), (11,), (12,), (5,), (0,), (1,), (14,), (9, 13), (15,), (16,), (6,), (8,), (3, 7)]",[]
F1 Seasons (1994),10,17,15,F1_rule-2003,0.3102941176470588,0.01693838484624607,"[(10,), (2,), (4,), (5,), (11,), (9, 12), (1,), (14,), (0, 13, 15), (16,), (6,), (8,), (3,), (7,)]",[]
F1 Seasons (1994),10,17,15,F1_rule-2010,0.32169117647058826,0.014941434593262085,"[(10,), (2,), (5,), (4,), (11,), (9,), (14,), (1, 12), (0,), (13, 15), (6, 16), (8,), (3,), (7,)]",[]
F1 Seasons (1994),10,17,15,Borda,0.3220588235294118,0.016370273999506416,"[(10,), (5,), (14,), (2,), (4,), (9,), (1,), (11,), (13,), (12,), (8, 15), (0,), (6,), (16,), (7,), (3,)]",[]
F1 Seasons (1994),10,17,15,Plurality Veto,0.3544117647058823,0.0069150666566989635,"[(10,), (2,), (0, 11), (1, 4, 5, 6, 8, 9, 13, 14, 15, 16), (7, 12), (3,)]",[]
F1 Seasons (1994),10,17,15,Veto,0.44264705882352934,0.0006003651330350905,"[(0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16), (7, 12), (3,)]",[]
F1 Seasons (1994),10,17,15,Two Approval,0.35,0.01055345595177009,"[(10,), (2,), (4,), (1, 11), (0, 5, 12), (3, 6, 7, 8, 9, 13, 14, 15, 16)]",[]
F1 Seasons (2000),10,21,16,Trimmed Borda,0.22023809523809526,0.007842699567619337,"[(15,), (2, 11), (1,), (17,), (9,), (12,), (20,), (4,), (19,), (7,), (6,), (14,), (10,), (13,), (18,), (0,), (8,), (3,), (5,), (16,)]",[]
F1 Seasons (2000),10,21,16,Borda Min-Max,0.254047619047619,0.01111139455420783,"[(15,), (2,), (11,), (1,), (9,), (17,), (12,), (4,), (20,), (19,), (7,), (6,), (14,), (10,), (18,), (13,), (0,), (8,), (3,), (5,), (16,)]",[]
F1 Seasons (2000),10,21,16,Plurality,0.38142857142857145,0.006600197741679935,"[(2,), (15,), (11,), (1,), (0, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 16, 17, 18, 19, 20)]",[]
F1 Seasons (2000),10,21,16,F1_rule-1991,0.18785714285714286,0.006131690765624985,"[(2,), (15,), (11,), (1,), (17,), (9,), (19,), (20,), (14,), (12,), (6,), (8,), (4, 7), (16,), (0, 3, 5, 10, 13, 18)]",[]
F1 Seasons (2000),10,21,16,F1_rule-2003,0.18095238095238095,0.007759940674019247,"[(2,), (15,), (11,), (1,), (17,), (9,), (19,), (20,), (14,), (12,), (6,), (4,), (8,), (7,), (13,), (10,), (16,), (3,), (0,), (5, 18)]",[]
F1 Seasons (2000),10,21,16,F1_rule-2010,0.18714285714285717,0.007688178437023705,"[(2,), (15,), (11,), (1,), (17,), (9,), (19,), (12, 20), (14,), (6,), (4,), (7,), (8,), (13,), (10,), (3, 16), (0,), (18,), (5,)]",[]
F1 Seasons (2000),10,21,16,Borda,0.24595238095238098,0.011407884716776472,"[(15,), (2, 11), (1,), (17,), (9,), (12,), (20,), (4,), (19,), (7,), (6,), (14,), (10,), (13,), (18,), (0,), (8,), (3,), (5,), (16,)]",[]
F1 Seasons (2000),10,21,16,Plurality Veto,0.3380952380952381,0.01004524909987095,"[(2,), (15,), (11,), (1,), (0, 3, 7, 9, 17, 18, 20), (4, 5, 12, 14), (6, 8, 10, 13, 16, 19)]",[]
F1 Seasons (2000),10,21,16,Veto,0.4390476190476191,0.01210519108884928,"[(0, 1, 2, 3, 7, 9, 11, 15, 17, 18, 20), (4, 5, 12, 14), (6, 8, 10, 13, 16, 19)]",[]
F1 Seasons (2000),10,21,16,Two Approval,0.3338095238095239,0.001052896758842984,"[(2, 15), (11,), (1,), (19,), (0, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 16, 17, 18, 20)]",[]
F1 Seasons (1999),10,21,9,Trimmed Borda,0.2783333333333333,0.018691950536666987,"[(9,), (10,), (16,), (14,), (13,), (18,), (2,), (5,), (12,), (3,), (6,), (4,), (19,), (11,), (17,), (1,), (0,), (15,), (7,), (20,), (8,)]",[]
F1 Seasons (1999),10,21,9,Borda Min-Max,0.3404761904761905,0.03611067503661347,"[(9,), (10,), (16,), (14,), (18,), (13,), (2,), (12,), (5,), (3,), (6,), (4, 19), (11,), (17,), (1,), (0,), (15,), (7,), (20,), (8,)]",[]
F1 Seasons (1999),10,21,9,Plurality,0.44238095238095243,0.011092955688670565,"[(9,), (10, 16), (11, 14), (0, 1, 2, 3, 4, 5, 6, 7, 8, 12, 13, 15, 17, 18, 19, 20)]",[]
F1 Seasons (1999),10,21,9,F1_rule-1991,0.255,0.017875475598315173,"[(9, 10), (16,), (14,), (18,), (2,), (13,), (11,), (5,), (12,), (19,), (6,), (4,), (0, 3, 8), (1, 7, 15, 17, 20)]",[]
F1 Seasons (1999),10,21,9,F1_rule-2003,0.2457142857142857,0.014783224065873079,"[(9, 10), (16,), (14,), (18,), (2,), (13,), (5,), (12,), (6,), (19,), (11,), (1, 4), (0, 3), (8,), (17,), (7,), (15, 20)]",[]
F1 Seasons (1999),10,21,9,F1_rule-2010,0.24095238095238095,0.014889362702719065,"[(9,), (10,), (16,), (14,), (18,), (2,), (13,), (5,), (12,), (6,), (19,), (11,), (4,), (1,), (0, 3), (8, 17), (7,), (15,), (20,)]",[]
F1 Seasons (1999),10,21,9,Borda,0.2885714285714286,0.01754596597929667,"[(9,), (10,), (16,), (14,), (13,), (18,), (2,), (5,), (12,), (3,), (6,), (4,), (19,), (11,), (17,), (1,), (0,), (15,), (7,), (20,), (8,)]",[]
F1 Seasons (1999),10,21,9,Plurality Veto,0.43714285714285717,0.010583862271853744,"[(9,), (10, 16), (11, 14), (3, 4, 6, 7, 13, 15, 17, 19), (0, 1, 2, 5, 12, 18, 20), (8,)]",[]
F1 Seasons (1999),10,21,9,Veto,0.5173809523809523,0.0070724038662584735,"[(3, 4, 6, 7, 9, 10, 11, 13, 14, 15, 16, 17, 19), (0, 1, 2, 5, 12, 18, 20), (8,)]",[]
F1 Seasons (1999),10,21,9,Two Approval,0.42952380952380953,0.010121459407574519,"[(10,), (16,), (9,), (2, 5, 11, 13, 14, 18), (0, 1, 3, 4, 6, 7, 8, 12, 15, 17, 19, 20)]",[]
F1 Seasons (1993),10,23,13,Trimmed Borda,0.2847826086956522,0.00797863288627978,"[(13,), (18,), (7,), (15,), (22,), (17,), (16,), (14,), (10,), (4,), (0, 2), (3,), (9,), (21,), (5,), (12,), (20,), (11,), (19,), (6,), (1,), (8,)]",[]
F1 Seasons (1993),10,23,13,Borda Min-Max,0.33300395256917,0.010941194099341035,"[(13,), (18,), (15,), (7,), (22,), (17,), (16,), (14,), (10,), (4,), (2,), (0,), (3,), (9,), (21,), (5,), (12,), (11,), (20,), (6,), (19,), (1, 8)]",[]
F1 Seasons (1993),10,23,13,Plurality,0.40849802371541505,0.009003850775768405,"[(13,), (15, 18), (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 19, 20, 21, 22)]",[]
F1 Seasons (1993),10,23,13,F1_rule-1991,0.23557312252964424,0.008496746949874163,"[(13,), (15,), (18,), (7,), (22,), (14, 16), (2, 4, 9), (12,), (17,), (3, 5), (0,), (10,), (19, 21), (1, 6, 8, 11, 20)]",[]
F1 Seasons (1993),10,23,13,F1_rule-2003,0.21442687747035577,0.009223837681433067,"[(13,), (15,), (18,), (7,), (22,), (16,), (2,), (14,), (4,), (9,), (12, 17), (5,), (0, 3), (10,), (21,), (6,), (19,), (20,), (1, 8, 11)]",[]
F1 Seasons (1993),10,23,13,F1_rule-2010,0.22707509881422924,0.011289450613777605,"[(13,), (15,), (18,), (7,), (22,), (16,), (2,), (14,), (4,), (9,), (17,), (12,), (5,), (3,), (0,), (10,), (21,), (6,), (19,), (8, 20), (11,), (1,)]",[]
F1 Seasons (1993),10,23,13,Borda,0.32233201581027665,0.010745892835298051,"[(13,), (18,), (7,), (15,), (22,), (17,), (16,), (14,), (10,), (4,), (0, 2), (3,), (9,), (21,), (5,), (12,), (20,), (11,), (19,), (6,), (1,), (8,)]",[]
F1 Seasons (1993),10,23,13,Plurality Veto,0.358300395256917,0.016555897430449763,"[(13,), (15, 18), (0, 1, 2, 3, 4, 5, 7, 10, 12, 14, 17, 20, 22), (9, 11, 16, 21), (6, 19), (8,)]",[]
F1 Seasons (1993),10,23,13,Veto,0.4428853754940712,0.011392765933583546,"[(0, 1, 2, 3, 4, 5, 7, 10, 12, 13, 14, 15, 17, 18, 20, 22), (9, 11, 16, 21), (6, 19), (8,)]",[]
F1 Seasons (1993),10,23,13,Two Approval,0.3630434782608696,0.006366854343387218,"[(13, 15), (7, 18), (9, 22), (0, 1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 14, 16, 17, 19, 20, 21)]",[]
