n_voters,n_candidates,n_splits,pref_dist,axiom_name,possible_violations,total_violations,non_violating_rule_names
16,5,20,IC,Strong Consistency,816,389,"Counter({'Anti-Plurality': 145, 'Plurality': 101, 'Borda': 84, 'Plurality Veto': 56, 'Dowdall': 41})"
16,5,20,IC,Weak Consistency,11,0,"Counter({'Anti-Plurality': 7, 'Dowdall': 3, 'Borda': 1})"
16,10,20,MALLOWS-RELPHI-R,Reversal Symmetry,200,0,"Counter({'Borda': 134, 'Dowdall': 36, 'Plurality Veto': 12, 'Anti-Plurality': 11, 'Plurality': 7})"
16,10,20,MALLOWS-RELPHI-R,Monotonicity,200,3,"Counter({'Borda': 124, 'Dowdall': 46, 'Anti-Plurality': 12, 'Plurality Veto': 9, 'Plurality': 6})"
16,10,20,MALLOWS-RELPHI-R,Strong Consistency,1713,383,"Counter({'Borda': 1126, 'Dowdall': 166, 'Anti-Plurality': 19, 'Plurality Veto': 15, 'Plurality': 4})"
16,10,20,MALLOWS-RELPHI-R,Weak Consistency,236,49,"Counter({'Borda': 164, 'Dowdall': 23})"
16,10,20,URN-R,Reversal Symmetry,200,0,"Counter({'Borda': 95, 'Dowdall': 61, 'Plurality Veto': 31, 'Anti-Plurality': 7, 'Plurality': 6})"
16,10,20,URN-R,Monotonicity,200,6,"Counter({'Borda': 98, 'Dowdall': 54, 'Plurality Veto': 29, 'Anti-Plurality': 8, 'Plurality': 5})"
16,10,20,URN-R,Strong Consistency,1880,345,"Counter({'Borda': 1128, 'Dowdall': 246, 'Plurality Veto': 144, 'Plurality': 10, 'Anti-Plurality': 7})"
16,10,20,URN-R,Weak Consistency,432,10,"Counter({'Borda': 395, 'Dowdall': 22, 'Plurality Veto': 5})"
16,10,20,plackett_luce,Reversal Symmetry,200,0,"Counter({'Borda': 194, 'Dowdall': 6})"
16,10,20,plackett_luce,Monotonicity,200,4,"Counter({'Borda': 192, 'Dowdall': 4})"
16,10,20,plackett_luce,Strong Consistency,3298,145,"Counter({'Borda': 3135, 'Dowdall': 18})"
16,10,20,plackett_luce,Weak Consistency,18,0,Counter({'Borda': 18})
16,10,20,single_peaked_conitzer,Reversal Symmetry,200,0,"Counter({'Borda': 157, 'Plurality Veto': 22, 'Anti-Plurality': 20, 'Plurality': 1})"
16,10,20,single_peaked_conitzer,Monotonicity,200,19,"Counter({'Borda': 137, 'Anti-Plurality': 24, 'Plurality Veto': 18, 'Dowdall': 1, 'Plurality': 1})"
16,10,20,single_peaked_conitzer,Strong Consistency,1680,316,"Counter({'Borda': 1231, 'Anti-Plurality': 88, 'Plurality Veto': 45})"
16,10,20,single_peaked_conitzer,Weak Consistency,96,66,"Counter({'Anti-Plurality': 26, 'Borda': 4})"
16,10,20,IC,Reversal Symmetry,200,0,"Counter({'Anti-Plurality': 55, 'Dowdall': 40, 'Plurality Veto': 38, 'Borda': 36, 'Plurality': 31})"
16,10,20,IC,Monotonicity,200,10,"Counter({'Anti-Plurality': 59, 'Dowdall': 40, 'Borda': 40, 'Plurality Veto': 26, 'Plurality': 25})"
16,10,20,IC,Strong Consistency,834,351,"Counter({'Borda': 153, 'Dowdall': 122, 'Plurality Veto': 91, 'Anti-Plurality': 78, 'Plurality': 39})"
16,10,20,IC,Weak Consistency,0,0,Counter()
16,20,20,MALLOWS-RELPHI-R,Reversal Symmetry,200,0,"Counter({'Borda': 164, 'Dowdall': 24, 'Anti-Plurality': 8, 'Plurality Veto': 2, 'Plurality': 2})"
16,20,20,MALLOWS-RELPHI-R,Monotonicity,200,2,"Counter({'Borda': 163, 'Dowdall': 24, 'Anti-Plurality': 7, 'Plurality Veto': 3, 'Plurality': 1})"
16,20,20,MALLOWS-RELPHI-R,Strong Consistency,2378,254,"Counter({'Borda': 2006, 'Dowdall': 93, 'Plurality Veto': 13, 'Anti-Plurality': 8, 'Plurality': 4})"
16,20,20,MALLOWS-RELPHI-R,Weak Consistency,71,14,"Counter({'Borda': 43, 'Dowdall': 14})"
16,20,20,URN-R,Reversal Symmetry,200,0,"Counter({'Borda': 118, 'Dowdall': 62, 'Plurality Veto': 14, 'Plurality': 4, 'Anti-Plurality': 2})"
16,20,20,URN-R,Monotonicity,200,9,"Counter({'Borda': 108, 'Dowdall': 65, 'Plurality Veto': 12, 'Plurality': 3, 'Anti-Plurality': 3})"
16,20,20,URN-R,Strong Consistency,2054,378,"Counter({'Borda': 1215, 'Dowdall': 418, 'Plurality Veto': 33, 'Plurality': 7, 'Anti-Plurality': 3})"
16,20,20,URN-R,Weak Consistency,272,5,"Counter({'Borda': 249, 'Dowdall': 18})"
16,20,20,plackett_luce,Reversal Symmetry,200,0,"Counter({'Borda': 199, 'Dowdall': 1})"
16,20,20,plackett_luce,Monotonicity,200,2,"Counter({'Borda': 196, 'Dowdall': 2})"
16,20,20,plackett_luce,Strong Consistency,3802,25,Counter({'Borda': 3777})
16,20,20,plackett_luce,Weak Consistency,0,0,Counter()
16,20,20,single_peaked_conitzer,Reversal Symmetry,200,0,"Counter({'Borda': 183, 'Plurality Veto': 11, 'Dowdall': 4, 'Anti-Plurality': 2})"
16,20,20,single_peaked_conitzer,Monotonicity,200,16,"Counter({'Borda': 169, 'Plurality Veto': 8, 'Anti-Plurality': 4, 'Dowdall': 3})"
16,20,20,single_peaked_conitzer,Strong Consistency,2560,132,"Counter({'Borda': 2402, 'Plurality Veto': 14, 'Anti-Plurality': 6, 'Dowdall': 6})"
16,20,20,single_peaked_conitzer,Weak Consistency,20,18,Counter({'Anti-Plurality': 2})
16,20,20,IC,Reversal Symmetry,200,0,"Counter({'Plurality Veto': 54, 'Dowdall': 40, 'Borda': 39, 'Anti-Plurality': 38, 'Plurality': 29})"
16,20,20,IC,Monotonicity,200,18,"Counter({'Dowdall': 46, 'Anti-Plurality': 43, 'Borda': 41, 'Plurality Veto': 28, 'Plurality': 24})"
16,20,20,IC,Strong Consistency,816,387,"Counter({'Plurality Veto': 125, 'Dowdall': 121, 'Borda': 120, 'Anti-Plurality': 37, 'Plurality': 26})"
16,20,20,IC,Weak Consistency,0,0,Counter()
32,5,20,MALLOWS-RELPHI-R,Reversal Symmetry,200,0,"Counter({'Borda': 112, 'Dowdall': 36, 'Plurality Veto': 25, 'Anti-Plurality': 16, 'Plurality': 11})"
32,5,20,MALLOWS-RELPHI-R,Monotonicity,200,4,"Counter({'Borda': 110, 'Dowdall': 32, 'Plurality Veto': 30, 'Anti-Plurality': 15, 'Plurality': 9})"
32,5,20,MALLOWS-RELPHI-R,Strong Consistency,1697,434,"Counter({'Borda': 1092, 'Dowdall': 106, 'Plurality Veto': 31, 'Anti-Plurality': 22, 'Plurality': 12})"
32,5,20,MALLOWS-RELPHI-R,Weak Consistency,1174,146,"Counter({'Borda': 960, 'Dowdall': 61, 'Plurality Veto': 7})"
32,5,20,URN-R,Reversal Symmetry,200,0,"Counter({'Borda': 68, 'Dowdall': 45, 'Plurality Veto': 43, 'Plurality': 25, 'Anti-Plurality': 19})"
32,5,20,URN-R,Monotonicity,200,3,"Counter({'Borda': 67, 'Dowdall': 48, 'Plurality Veto': 44, 'Plurality': 22, 'Anti-Plurality': 16})"
32,5,20,URN-R,Strong Consistency,1625,389,"Counter({'Borda': 765, 'Plurality Veto': 228, 'Dowdall': 161, 'Plurality': 47, 'Anti-Plurality': 35})"
32,5,20,URN-R,Weak Consistency,928,48,"Counter({'Borda': 694, 'Dowdall': 97, 'Plurality Veto': 85, 'Plurality': 4})"
32,5,20,plackett_luce,Reversal Symmetry,200,0,"Counter({'Borda': 116, 'Plurality Veto': 50, 'Dowdall': 18, 'Anti-Plurality': 16})"
32,5,20,plackett_luce,Monotonicity,200,0,"Counter({'Borda': 127, 'Plurality Veto': 37, 'Anti-Plurality': 18, 'Dowdall': 16, 'Plurality': 2})"
32,5,20,plackett_luce,Strong Consistency,1566,562,"Counter({'Borda': 887, 'Plurality Veto': 93, 'Dowdall': 14, 'Anti-Plurality': 10})"
32,5,20,plackett_luce,Weak Consistency,555,97,"Counter({'Borda': 420, 'Plurality Veto': 31, 'Dowdall': 5, 'Anti-Plurality': 2})"
32,5,20,single_peaked_conitzer,Reversal Symmetry,200,0,"Counter({'Anti-Plurality': 75, 'Borda': 72, 'Plurality Veto': 53})"
32,5,20,single_peaked_conitzer,Monotonicity,200,1,"Counter({'Anti-Plurality': 79, 'Borda': 62, 'Plurality Veto': 57, 'Dowdall': 1})"
32,5,20,single_peaked_conitzer,Strong Consistency,1306,552,"Counter({'Borda': 393, 'Plurality Veto': 269, 'Anti-Plurality': 92})"
32,5,20,single_peaked_conitzer,Weak Consistency,374,128,"Counter({'Borda': 126, 'Plurality Veto': 70, 'Anti-Plurality': 50})"
32,5,20,IC,Reversal Symmetry,200,0,"Counter({'Anti-Plurality': 78, 'Borda': 41, 'Dowdall': 30, 'Plurality': 28, 'Plurality Veto': 23})"
32,5,20,IC,Monotonicity,200,22,"Counter({'Anti-Plurality': 56, 'Borda': 39, 'Plurality': 33, 'Dowdall': 27, 'Plurality Veto': 23})"
32,5,20,IC,Strong Consistency,788,406,"Counter({'Anti-Plurality': 158, 'Borda': 86, 'Plurality Veto': 60, 'Plurality': 49, 'Dowdall': 29})"
32,5,20,IC,Weak Consistency,12,2,"Counter({'Dowdall': 4, 'Borda': 2, 'Plurality Veto': 2, 'Anti-Plurality': 1, 'Plurality': 1})"
32,10,20,MALLOWS-RELPHI-R,Reversal Symmetry,200,0,"Counter({'Borda': 158, 'Dowdall': 21, 'Plurality Veto': 9, 'Anti-Plurality': 8, 'Plurality': 4})"
32,10,20,MALLOWS-RELPHI-R,Monotonicity,200,10,"Counter({'Borda': 149, 'Dowdall': 19, 'Anti-Plurality': 9, 'Plurality Veto': 9, 'Plurality': 4})"
32,10,20,MALLOWS-RELPHI-R,Strong Consistency,2201,287,"Counter({'Borda': 1815, 'Dowdall': 59, 'Plurality Veto': 22, 'Anti-Plurality': 10, 'Plurality': 8})"
32,10,20,MALLOWS-RELPHI-R,Weak Consistency,651,66,"Counter({'Borda': 564, 'Dowdall': 21})"
32,10,20,URN-R,Reversal Symmetry,200,0,"Counter({'Borda': 92, 'Dowdall': 67, 'Plurality Veto': 27, 'Anti-Plurality': 9, 'Plurality': 5})"
32,10,20,URN-R,Monotonicity,200,7,"Counter({'Borda': 83, 'Dowdall': 67, 'Plurality Veto': 24, 'Anti-Plurality': 11, 'Plurality': 8})"
32,10,20,URN-R,Strong Consistency,2024,355,"Counter({'Borda': 1027, 'Dowdall': 508, 'Plurality Veto': 118, 'Anti-Plurality': 14, 'Plurality': 2})"
32,10,20,URN-R,Weak Consistency,438,5,"Counter({'Borda': 380, 'Dowdall': 52, 'Plurality Veto': 1})"
32,10,20,plackett_luce,Reversal Symmetry,200,0,"Counter({'Borda': 198, 'Dowdall': 2})"
32,10,20,plackett_luce,Monotonicity,200,2,"Counter({'Borda': 196, 'Dowdall': 2})"
32,10,20,plackett_luce,Strong Consistency,3710,42,Counter({'Borda': 3668})
32,10,20,plackett_luce,Weak Consistency,192,0,Counter({'Borda': 192})
32,10,20,single_peaked_conitzer,Reversal Symmetry,200,0,"Counter({'Borda': 190, 'Plurality Veto': 7, 'Anti-Plurality': 3})"
32,10,20,single_peaked_conitzer,Monotonicity,200,16,"Counter({'Borda': 181, 'Plurality Veto': 2, 'Anti-Plurality': 1})"
32,10,20,single_peaked_conitzer,Strong Consistency,2765,80,"Counter({'Borda': 2667, 'Plurality Veto': 18})"
32,10,20,single_peaked_conitzer,Weak Consistency,30,9,Counter({'Borda': 21})
32,10,20,IC,Reversal Symmetry,200,0,"Counter({'Anti-Plurality': 50, 'Borda': 45, 'Plurality Veto': 38, 'Plurality': 37, 'Dowdall': 30})"
32,10,20,IC,Monotonicity,200,26,"Counter({'Borda': 41, 'Plurality Veto': 39, 'Anti-Plurality': 38, 'Dowdall': 30, 'Plurality': 26})"
32,10,20,IC,Strong Consistency,828,379,"Counter({'Borda': 138, 'Plurality Veto': 106, 'Anti-Plurality': 89, 'Plurality': 71, 'Dowdall': 45})"
32,10,20,IC,Weak Consistency,0,0,Counter()
32,20,20,MALLOWS-RELPHI-R,Reversal Symmetry,200,0,"Counter({'Borda': 181, 'Dowdall': 12, 'Plurality': 4, 'Plurality Veto': 2, 'Anti-Plurality': 1})"
32,20,20,MALLOWS-RELPHI-R,Monotonicity,200,1,"Counter({'Borda': 173, 'Dowdall': 21, 'Anti-Plurality': 2, 'Plurality': 2, 'Plurality Veto': 1})"
32,20,20,MALLOWS-RELPHI-R,Strong Consistency,2856,243,"Counter({'Borda': 2559, 'Dowdall': 50, 'Plurality Veto': 3, 'Plurality': 1})"
32,20,20,MALLOWS-RELPHI-R,Weak Consistency,213,52,"Counter({'Borda': 154, 'Dowdall': 7})"
32,20,20,URN-R,Reversal Symmetry,200,0,"Counter({'Borda': 121, 'Dowdall': 59, 'Plurality Veto': 13, 'Plurality': 5, 'Anti-Plurality': 2})"
32,20,20,URN-R,Monotonicity,200,5,"Counter({'Borda': 112, 'Dowdall': 65, 'Plurality Veto': 8, 'Plurality': 5, 'Anti-Plurality': 5})"
32,20,20,URN-R,Strong Consistency,2384,296,"Counter({'Borda': 1485, 'Dowdall': 550, 'Plurality Veto': 45, 'Anti-Plurality': 4, 'Plurality': 4})"
32,20,20,URN-R,Weak Consistency,287,10,Counter({'Borda': 277})
32,20,20,plackett_luce,Reversal Symmetry,200,0,Counter({'Borda': 200})
32,20,20,plackett_luce,Monotonicity,200,1,Counter({'Borda': 199})
32,20,20,plackett_luce,Strong Consistency,3958,1,Counter({'Borda': 3957})
32,20,20,plackett_luce,Weak Consistency,6,0,Counter({'Borda': 6})
32,20,20,single_peaked_conitzer,Reversal Symmetry,200,0,"Counter({'Borda': 199, 'Anti-Plurality': 1})"
32,20,20,single_peaked_conitzer,Monotonicity,200,16,Counter({'Borda': 184})
32,20,20,single_peaked_conitzer,Strong Consistency,3551,9,"Counter({'Borda': 3541, 'Anti-Plurality': 1})"
32,20,20,single_peaked_conitzer,Weak Consistency,1,0,Counter({'Anti-Plurality': 1})
32,20,20,IC,Reversal Symmetry,200,0,"Counter({'Borda': 47, 'Anti-Plurality': 45, 'Dowdall': 37, 'Plurality Veto': 36, 'Plurality': 35})"
32,20,20,IC,Monotonicity,200,19,"Counter({'Borda': 49, 'Anti-Plurality': 48, 'Dowdall': 34, 'Plurality Veto': 27, 'Plurality': 23})"
32,20,20,IC,Strong Consistency,788,348,"Counter({'Borda': 126, 'Plurality Veto': 116, 'Dowdall': 93, 'Anti-Plurality': 60, 'Plurality': 45})"
32,20,20,IC,Weak Consistency,0,0,Counter()
64,5,20,MALLOWS-RELPHI-R,Reversal Symmetry,200,0,"Counter({'Borda': 122, 'Plurality Veto': 36, 'Dowdall': 23, 'Anti-Plurality': 13, 'Plurality': 6})"
64,5,20,MALLOWS-RELPHI-R,Monotonicity,200,1,"Counter({'Borda': 119, 'Plurality Veto': 50, 'Dowdall': 19, 'Anti-Plurality': 6, 'Plurality': 5})"
64,5,20,MALLOWS-RELPHI-R,Strong Consistency,2061,496,"Counter({'Borda': 1470, 'Plurality Veto': 40, 'Dowdall': 22, 'Plurality': 18, 'Anti-Plurality': 15})"
64,5,20,MALLOWS-RELPHI-R,Weak Consistency,1659,273,"Counter({'Borda': 1359, 'Plurality Veto': 14, 'Dowdall': 11, 'Anti-Plurality': 2})"
64,5,20,URN-R,Reversal Symmetry,200,0,"Counter({'Borda': 84, 'Plurality Veto': 44, 'Anti-Plurality': 30, 'Dowdall': 27, 'Plurality': 15})"
64,5,20,URN-R,Monotonicity,200,4,"Counter({'Borda': 78, 'Plurality Veto': 48, 'Dowdall': 29, 'Anti-Plurality': 24, 'Plurality': 17})"
64,5,20,URN-R,Strong Consistency,1840,398,"Counter({'Borda': 852, 'Plurality Veto': 246, 'Anti-Plurality': 167, 'Dowdall': 109, 'Plurality': 68})"
64,5,20,URN-R,Weak Consistency,1190,80,"Counter({'Borda': 779, 'Plurality Veto': 174, 'Dowdall': 94, 'Anti-Plurality': 47, 'Plurality': 16})"
64,5,20,plackett_luce,Reversal Symmetry,200,0,"Counter({'Borda': 122, 'Plurality Veto': 40, 'Anti-Plurality': 26, 'Dowdall': 12})"
64,5,20,plackett_luce,Monotonicity,200,0,"Counter({'Borda': 120, 'Plurality Veto': 38, 'Anti-Plurality': 29, 'Dowdall': 12, 'Plurality': 1})"
64,5,20,plackett_luce,Strong Consistency,1638,619,"Counter({'Borda': 869, 'Plurality Veto': 138, 'Dowdall': 9, 'Anti-Plurality': 3})"
64,5,20,plackett_luce,Weak Consistency,1053,262,"Counter({'Borda': 683, 'Plurality Veto': 99, 'Dowdall': 8, 'Anti-Plurality': 1})"
64,5,20,single_peaked_conitzer,Reversal Symmetry,200,0,"Counter({'Borda': 157, 'Plurality Veto': 36, 'Anti-Plurality': 7})"
64,5,20,single_peaked_conitzer,Monotonicity,200,0,"Counter({'Borda': 143, 'Plurality Veto': 40, 'Anti-Plurality': 16, 'Dowdall': 1})"
64,5,20,single_peaked_conitzer,Strong Consistency,1904,515,"Counter({'Borda': 918, 'Plurality Veto': 471})"
64,5,20,single_peaked_conitzer,Weak Consistency,489,64,"Counter({'Borda': 297, 'Plurality Veto': 128})"
64,5,20,IC,Reversal Symmetry,200,0,"Counter({'Anti-Plurality': 59, 'Plurality': 40, 'Borda': 35, 'Plurality Veto': 34, 'Dowdall': 32})"
64,5,20,IC,Monotonicity,200,10,"Counter({'Anti-Plurality': 56, 'Borda': 39, 'Plurality': 38, 'Dowdall': 29, 'Plurality Veto': 28})"
64,5,20,IC,Strong Consistency,840,454,"Counter({'Anti-Plurality': 135, 'Plurality': 87, 'Borda': 74, 'Plurality Veto': 55, 'Dowdall': 35})"
64,5,20,IC,Weak Consistency,9,3,"Counter({'Borda': 3, 'Anti-Plurality': 1, 'Dowdall': 1, 'Plurality': 1})"
64,10,20,MALLOWS-RELPHI-R,Reversal Symmetry,200,0,"Counter({'Borda': 176, 'Dowdall': 16, 'Plurality Veto': 4, 'Anti-Plurality': 3, 'Plurality': 1})"
64,10,20,MALLOWS-RELPHI-R,Monotonicity,200,3,"Counter({'Borda': 163, 'Dowdall': 24, 'Plurality Veto': 6, 'Anti-Plurality': 3, 'Plurality': 1})"
64,10,20,MALLOWS-RELPHI-R,Strong Consistency,2682,261,"Counter({'Borda': 2372, 'Dowdall': 32, 'Plurality Veto': 12, 'Anti-Plurality': 4, 'Plurality': 1})"
64,10,20,MALLOWS-RELPHI-R,Weak Consistency,1065,49,"Counter({'Borda': 1014, 'Dowdall': 2})"
64,10,20,URN-R,Reversal Symmetry,200,0,"Counter({'Borda': 92, 'Dowdall': 57, 'Plurality Veto': 36, 'Plurality': 10, 'Anti-Plurality': 5})"
64,10,20,URN-R,Monotonicity,200,4,"Counter({'Borda': 85, 'Dowdall': 56, 'Plurality Veto': 42, 'Plurality': 7, 'Anti-Plurality': 6})"
64,10,20,URN-R,Strong Consistency,2303,350,"Counter({'Borda': 1206, 'Dowdall': 360, 'Plurality Veto': 338, 'Anti-Plurality': 42, 'Plurality': 7})"
64,10,20,URN-R,Weak Consistency,510,12,"Counter({'Borda': 462, 'Dowdall': 33, 'Plurality Veto': 3})"
64,10,20,plackett_luce,Reversal Symmetry,200,0,"Counter({'Borda': 199, 'Dowdall': 1})"
64,10,20,plackett_luce,Monotonicity,200,1,Counter({'Borda': 199})
64,10,20,plackett_luce,Strong Consistency,3868,27,Counter({'Borda': 3841})
64,10,20,plackett_luce,Weak Consistency,1159,2,Counter({'Borda': 1157})
64,10,20,single_peaked_conitzer,Reversal Symmetry,200,0,"Counter({'Borda': 198, 'Plurality Veto': 2})"
64,10,20,single_peaked_conitzer,Monotonicity,200,9,"Counter({'Borda': 189, 'Plurality Veto': 2})"
64,10,20,single_peaked_conitzer,Strong Consistency,3716,16,"Counter({'Borda': 3698, 'Plurality Veto': 2})"
64,10,20,single_peaked_conitzer,Weak Consistency,35,0,Counter({'Borda': 35})
64,10,20,IC,Reversal Symmetry,200,0,"Counter({'Borda': 60, 'Anti-Plurality': 45, 'Plurality': 41, 'Dowdall': 28, 'Plurality Veto': 26})"
64,10,20,IC,Monotonicity,200,22,"Counter({'Borda': 53, 'Anti-Plurality': 45, 'Plurality': 28, 'Plurality Veto': 27, 'Dowdall': 25})"
64,10,20,IC,Strong Consistency,880,342,"Counter({'Anti-Plurality': 168, 'Borda': 159, 'Plurality Veto': 94, 'Plurality': 79, 'Dowdall': 38})"
64,10,20,IC,Weak Consistency,0,0,Counter()
64,20,20,MALLOWS-RELPHI-R,Reversal Symmetry,200,0,"Counter({'Borda': 185, 'Dowdall': 7, 'Plurality': 4, 'Anti-Plurality': 2, 'Plurality Veto': 2})"
64,20,20,MALLOWS-RELPHI-R,Monotonicity,200,1,"Counter({'Borda': 181, 'Dowdall': 11, 'Anti-Plurality': 3, 'Plurality': 3, 'Plurality Veto': 1})"
64,20,20,MALLOWS-RELPHI-R,Strong Consistency,3342,129,"Counter({'Borda': 3192, 'Dowdall': 12, 'Plurality Veto': 6, 'Plurality': 2, 'Anti-Plurality': 1})"
64,20,20,MALLOWS-RELPHI-R,Weak Consistency,438,37,"Counter({'Borda': 399, 'Dowdall': 2})"
64,20,20,URN-R,Reversal Symmetry,200,0,"Counter({'Borda': 111, 'Dowdall': 71, 'Plurality Veto': 11, 'Plurality': 5, 'Anti-Plurality': 2})"
64,20,20,URN-R,Monotonicity,200,3,"Counter({'Borda': 110, 'Dowdall': 68, 'Plurality Veto': 10, 'Plurality': 7, 'Anti-Plurality': 2})"
64,20,20,URN-R,Strong Consistency,2476,306,"Counter({'Borda': 1509, 'Dowdall': 576, 'Plurality Veto': 71, 'Plurality': 10, 'Anti-Plurality': 4})"
64,20,20,URN-R,Weak Consistency,322,1,"Counter({'Borda': 306, 'Dowdall': 15})"
64,20,20,plackett_luce,Reversal Symmetry,200,0,Counter({'Borda': 200})
64,20,20,plackett_luce,Monotonicity,200,0,Counter({'Borda': 200})
64,20,20,plackett_luce,Strong Consistency,3991,0,Counter({'Borda': 3991})
64,20,20,plackett_luce,Weak Consistency,258,0,Counter({'Borda': 258})
64,20,20,single_peaked_conitzer,Reversal Symmetry,200,0,Counter({'Borda': 200})
64,20,20,single_peaked_conitzer,Monotonicity,200,9,Counter({'Borda': 191})
64,20,20,single_peaked_conitzer,Strong Consistency,3965,0,Counter({'Borda': 3965})
64,20,20,single_peaked_conitzer,Weak Consistency,0,0,Counter()
64,20,20,IC,Reversal Symmetry,200,0,"Counter({'Borda': 57, 'Plurality': 39, 'Plurality Veto': 38, 'Anti-Plurality': 37, 'Dowdall': 29})"
64,20,20,IC,Monotonicity,200,30,"Counter({'Borda': 52, 'Anti-Plurality': 38, 'Dowdall': 30, 'Plurality': 28, 'Plurality Veto': 22})"
64,20,20,IC,Strong Consistency,857,347,"Counter({'Borda': 170, 'Anti-Plurality': 112, 'Plurality Veto': 100, 'Plurality': 67, 'Dowdall': 61})"
64,20,20,IC,Weak Consistency,0,0,Counter()
