n_voters,n_candidates,n_splits,pref_dist,axiom_name,possible_violations,total_violations,non_violating_rule_names
35,6,50,preflib,Monotonicity,1,0,Counter({'Plurality': 1})
35,6,50,preflib,Strong Consistency,0,0,Counter()
35,6,50,preflib,Weak Consistency,0,0,Counter()
20,6,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
20,6,50,preflib,Monotonicity,1,0,Counter({'Plurality Veto': 1})
20,6,50,preflib,Strong Consistency,1,0,Counter({'Anti-Plurality': 1})
20,6,50,preflib,Weak Consistency,0,0,Counter()
9,6,50,preflib,Reversal Consistency,1,0,Counter({'Plurality Veto': 1})
9,6,50,preflib,Monotonicity,1,0,Counter({'Plurality Veto': 1})
9,6,50,preflib,Strong Consistency,0,0,Counter()
9,6,50,preflib,Weak Consistency,0,0,Counter()
6,6,50,preflib,Reversal Consistency,1,0,Counter({'Plurality': 1})
6,6,50,preflib,Monotonicity,1,0,Counter({'Plurality': 1})
6,6,50,preflib,Strong Consistency,0,0,Counter()
6,6,50,preflib,Weak Consistency,0,0,Counter()
21,6,50,preflib,Reversal Consistency,1,0,Counter({'Anti-Plurality': 1})
21,6,50,preflib,Monotonicity,1,0,Counter({'Anti-Plurality': 1})
21,6,50,preflib,Strong Consistency,1,1,Counter()
21,6,50,preflib,Weak Consistency,0,0,Counter()
8,6,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
8,6,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
8,6,50,preflib,Strong Consistency,0,0,Counter()
8,6,50,preflib,Weak Consistency,0,0,Counter()
11,6,50,preflib,Reversal Consistency,1,0,Counter({'Anti-Plurality': 1})
11,6,50,preflib,Monotonicity,1,0,Counter({'Anti-Plurality': 1})
11,6,50,preflib,Strong Consistency,0,0,Counter()
11,6,50,preflib,Weak Consistency,0,0,Counter()
189,6,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
189,6,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
189,6,50,preflib,Strong Consistency,0,0,Counter()
189,6,50,preflib,Weak Consistency,0,0,Counter()
78,6,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
78,6,50,preflib,Monotonicity,1,0,Counter({'Plurality Veto': 1})
78,6,50,preflib,Strong Consistency,0,0,Counter()
78,6,50,preflib,Weak Consistency,0,0,Counter()
10,6,50,preflib,Reversal Consistency,1,0,Counter({'Plurality': 1})
10,6,50,preflib,Monotonicity,1,1,Counter()
10,6,50,preflib,Strong Consistency,0,0,Counter()
10,6,50,preflib,Weak Consistency,0,0,Counter()
9,6,50,preflib,Reversal Consistency,1,0,Counter({'Anti-Plurality': 1})
9,6,50,preflib,Monotonicity,1,0,Counter({'Anti-Plurality': 1})
9,6,50,preflib,Strong Consistency,0,0,Counter()
9,6,50,preflib,Weak Consistency,0,0,Counter()
20,6,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
20,6,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
20,6,50,preflib,Strong Consistency,1,1,Counter()
20,6,50,preflib,Weak Consistency,0,0,Counter()
16,6,50,preflib,Reversal Consistency,1,0,Counter({'Anti-Plurality': 1})
16,6,50,preflib,Monotonicity,1,0,Counter({'Anti-Plurality': 1})
16,6,50,preflib,Strong Consistency,0,0,Counter()
16,6,50,preflib,Weak Consistency,0,0,Counter()
15,6,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
15,6,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
15,6,50,preflib,Strong Consistency,1,0,Counter({'Borda': 1})
15,6,50,preflib,Weak Consistency,0,0,Counter()
11,6,50,preflib,Reversal Consistency,1,0,Counter({'Plurality': 1})
11,6,50,preflib,Monotonicity,1,0,Counter({'Plurality': 1})
11,6,50,preflib,Strong Consistency,0,0,Counter()
11,6,50,preflib,Weak Consistency,0,0,Counter()
9,6,50,preflib,Reversal Consistency,1,0,Counter({'Plurality Veto': 1})
9,6,50,preflib,Monotonicity,1,1,Counter()
9,6,50,preflib,Strong Consistency,0,0,Counter()
9,6,50,preflib,Weak Consistency,0,0,Counter()
71,6,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
71,6,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
71,6,50,preflib,Strong Consistency,0,0,Counter()
71,6,50,preflib,Weak Consistency,0,0,Counter()
29,6,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
29,6,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
29,6,50,preflib,Strong Consistency,0,0,Counter()
29,6,50,preflib,Weak Consistency,0,0,Counter()
11,7,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
11,7,50,preflib,Monotonicity,1,1,Counter()
11,7,50,preflib,Strong Consistency,0,0,Counter()
11,7,50,preflib,Weak Consistency,0,0,Counter()
16,7,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
16,7,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
16,7,50,preflib,Strong Consistency,1,0,Counter({'Borda': 1})
16,7,50,preflib,Weak Consistency,0,0,Counter()
7,7,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
7,7,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
7,7,50,preflib,Strong Consistency,1,0,Counter({'Dowdall': 1})
7,7,50,preflib,Weak Consistency,0,0,Counter()
10,7,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
10,7,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
10,7,50,preflib,Strong Consistency,0,0,Counter()
10,7,50,preflib,Weak Consistency,0,0,Counter()
29,7,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
29,7,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
29,7,50,preflib,Strong Consistency,0,0,Counter()
29,7,50,preflib,Weak Consistency,0,0,Counter()
5,7,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
5,7,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
5,7,50,preflib,Strong Consistency,1,0,Counter({'Borda': 1})
5,7,50,preflib,Weak Consistency,0,0,Counter()
8,7,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
8,7,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
8,7,50,preflib,Strong Consistency,0,0,Counter()
8,7,50,preflib,Weak Consistency,0,0,Counter()
42,7,50,preflib,Reversal Consistency,1,0,Counter({'Anti-Plurality': 1})
42,7,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
42,7,50,preflib,Strong Consistency,1,0,Counter({'Borda': 1})
42,7,50,preflib,Weak Consistency,0,0,Counter()
6,7,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
6,7,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
6,7,50,preflib,Strong Consistency,0,0,Counter()
6,7,50,preflib,Weak Consistency,0,0,Counter()
43,7,50,preflib,Reversal Consistency,1,0,Counter({'Anti-Plurality': 1})
43,7,50,preflib,Monotonicity,1,0,Counter({'Anti-Plurality': 1})
43,7,50,preflib,Strong Consistency,0,0,Counter()
43,7,50,preflib,Weak Consistency,0,0,Counter()
23,7,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
23,7,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
23,7,50,preflib,Strong Consistency,1,1,Counter()
23,7,50,preflib,Weak Consistency,0,0,Counter()
31,7,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
31,7,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
31,7,50,preflib,Strong Consistency,0,0,Counter()
31,7,50,preflib,Weak Consistency,0,0,Counter()
10,7,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
10,7,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
10,7,50,preflib,Strong Consistency,0,0,Counter()
10,7,50,preflib,Weak Consistency,0,0,Counter()
15,7,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
15,7,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
15,7,50,preflib,Strong Consistency,0,0,Counter()
15,7,50,preflib,Weak Consistency,0,0,Counter()
17,7,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
17,7,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
17,7,50,preflib,Strong Consistency,0,0,Counter()
17,7,50,preflib,Weak Consistency,0,0,Counter()
10,7,50,preflib,Reversal Consistency,1,0,Counter({'Anti-Plurality': 1})
10,7,50,preflib,Monotonicity,1,0,Counter({'Anti-Plurality': 1})
10,7,50,preflib,Strong Consistency,0,0,Counter()
10,7,50,preflib,Weak Consistency,0,0,Counter()
153,7,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
153,7,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
153,7,50,preflib,Strong Consistency,1,0,Counter({'Borda': 1})
153,7,50,preflib,Weak Consistency,1,0,Counter({'Borda': 1})
23,7,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
23,7,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
23,7,50,preflib,Strong Consistency,0,0,Counter()
23,7,50,preflib,Weak Consistency,0,0,Counter()
46,7,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
46,7,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
46,7,50,preflib,Strong Consistency,1,0,Counter({'Borda': 1})
46,7,50,preflib,Weak Consistency,0,0,Counter()
6,7,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
6,7,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
6,7,50,preflib,Strong Consistency,0,0,Counter()
6,7,50,preflib,Weak Consistency,0,0,Counter()
11,7,50,preflib,Reversal Consistency,1,0,Counter({'Plurality Veto': 1})
11,7,50,preflib,Monotonicity,1,0,Counter({'Plurality Veto': 1})
11,7,50,preflib,Strong Consistency,0,0,Counter()
11,7,50,preflib,Weak Consistency,0,0,Counter()
30,7,50,preflib,Reversal Consistency,1,0,Counter({'Anti-Plurality': 1})
30,7,50,preflib,Monotonicity,1,0,Counter({'Anti-Plurality': 1})
30,7,50,preflib,Strong Consistency,1,1,Counter()
30,7,50,preflib,Weak Consistency,0,0,Counter()
17,8,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
17,8,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
17,8,50,preflib,Strong Consistency,0,0,Counter()
17,8,50,preflib,Weak Consistency,0,0,Counter()
7,8,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
7,8,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
7,8,50,preflib,Strong Consistency,0,0,Counter()
7,8,50,preflib,Weak Consistency,0,0,Counter()
20,8,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
20,8,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
20,8,50,preflib,Strong Consistency,1,0,Counter({'Borda': 1})
20,8,50,preflib,Weak Consistency,0,0,Counter()
10,8,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
10,8,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
10,8,50,preflib,Strong Consistency,1,1,Counter()
10,8,50,preflib,Weak Consistency,0,0,Counter()
11,8,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
11,8,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
11,8,50,preflib,Strong Consistency,1,0,Counter({'Borda': 1})
11,8,50,preflib,Weak Consistency,0,0,Counter()
13,8,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
13,8,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
13,8,50,preflib,Strong Consistency,1,0,Counter({'Borda': 1})
13,8,50,preflib,Weak Consistency,0,0,Counter()
11,8,50,preflib,Reversal Consistency,1,0,Counter({'Anti-Plurality': 1})
11,8,50,preflib,Monotonicity,1,0,Counter({'Plurality Veto': 1})
11,8,50,preflib,Strong Consistency,1,0,Counter({'Dowdall': 1})
11,8,50,preflib,Weak Consistency,0,0,Counter()
19,8,50,preflib,Reversal Consistency,1,0,Counter({'Anti-Plurality': 1})
19,8,50,preflib,Monotonicity,1,0,Counter({'Anti-Plurality': 1})
19,8,50,preflib,Strong Consistency,0,0,Counter()
19,8,50,preflib,Weak Consistency,0,0,Counter()
19,8,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
19,8,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
19,8,50,preflib,Strong Consistency,0,0,Counter()
19,8,50,preflib,Weak Consistency,0,0,Counter()
25,8,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
25,8,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
25,8,50,preflib,Strong Consistency,0,0,Counter()
25,8,50,preflib,Weak Consistency,0,0,Counter()
11,8,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
11,8,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
11,8,50,preflib,Strong Consistency,1,1,Counter()
11,8,50,preflib,Weak Consistency,0,0,Counter()
12,8,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
12,8,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
12,8,50,preflib,Strong Consistency,0,0,Counter()
12,8,50,preflib,Weak Consistency,0,0,Counter()
26,8,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
26,8,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
26,8,50,preflib,Strong Consistency,0,0,Counter()
26,8,50,preflib,Weak Consistency,0,0,Counter()
17,8,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
17,8,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
17,8,50,preflib,Strong Consistency,1,0,Counter({'Dowdall': 1})
17,8,50,preflib,Weak Consistency,0,0,Counter()
20,8,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
20,8,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
20,8,50,preflib,Strong Consistency,1,0,Counter({'Borda': 1})
20,8,50,preflib,Weak Consistency,0,0,Counter()
24,8,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
24,8,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
24,8,50,preflib,Strong Consistency,1,0,Counter({'Borda': 1})
24,8,50,preflib,Weak Consistency,0,0,Counter()
28,8,50,preflib,Reversal Consistency,1,0,Counter({'Anti-Plurality': 1})
28,8,50,preflib,Monotonicity,1,0,Counter({'Anti-Plurality': 1})
28,8,50,preflib,Strong Consistency,0,0,Counter()
28,8,50,preflib,Weak Consistency,0,0,Counter()
20,8,50,preflib,Reversal Consistency,1,0,Counter({'Plurality Veto': 1})
20,8,50,preflib,Monotonicity,1,0,Counter({'Plurality Veto': 1})
20,8,50,preflib,Strong Consistency,0,0,Counter()
20,8,50,preflib,Weak Consistency,0,0,Counter()
10,8,50,preflib,Reversal Consistency,1,0,Counter({'Anti-Plurality': 1})
10,8,50,preflib,Monotonicity,1,0,Counter({'Anti-Plurality': 1})
10,8,50,preflib,Strong Consistency,0,0,Counter()
10,8,50,preflib,Weak Consistency,0,0,Counter()
17,8,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
17,8,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
17,8,50,preflib,Strong Consistency,0,0,Counter()
17,8,50,preflib,Weak Consistency,0,0,Counter()
20,8,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
20,8,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
20,8,50,preflib,Strong Consistency,1,1,Counter()
20,8,50,preflib,Weak Consistency,0,0,Counter()
11,8,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
11,8,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
11,8,50,preflib,Strong Consistency,1,0,Counter({'Borda': 1})
11,8,50,preflib,Weak Consistency,0,0,Counter()
17,8,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
17,8,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
17,8,50,preflib,Strong Consistency,0,0,Counter()
17,8,50,preflib,Weak Consistency,0,0,Counter()
7,8,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
7,8,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
7,8,50,preflib,Strong Consistency,1,0,Counter({'Dowdall': 1})
7,8,50,preflib,Weak Consistency,0,0,Counter()
18,8,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
18,8,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
18,8,50,preflib,Strong Consistency,0,0,Counter()
18,8,50,preflib,Weak Consistency,0,0,Counter()
20,8,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
20,8,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
20,8,50,preflib,Strong Consistency,1,1,Counter()
20,8,50,preflib,Weak Consistency,0,0,Counter()
6,8,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
6,8,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
6,8,50,preflib,Strong Consistency,0,0,Counter()
6,8,50,preflib,Weak Consistency,0,0,Counter()
20,8,50,preflib,Reversal Consistency,1,0,Counter({'Anti-Plurality': 1})
20,8,50,preflib,Monotonicity,1,0,Counter({'Anti-Plurality': 1})
20,8,50,preflib,Strong Consistency,1,0,Counter({'Anti-Plurality': 1})
20,8,50,preflib,Weak Consistency,0,0,Counter()
12,8,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
12,8,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
12,8,50,preflib,Strong Consistency,1,0,Counter({'Borda': 1})
12,8,50,preflib,Weak Consistency,0,0,Counter()
10,8,50,preflib,Reversal Consistency,1,0,Counter({'Plurality Veto': 1})
10,8,50,preflib,Monotonicity,1,0,Counter({'Plurality Veto': 1})
10,8,50,preflib,Strong Consistency,0,0,Counter()
10,8,50,preflib,Weak Consistency,0,0,Counter()
8,9,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
8,9,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
8,9,50,preflib,Strong Consistency,1,1,Counter()
8,9,50,preflib,Weak Consistency,0,0,Counter()
10,9,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
10,9,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
10,9,50,preflib,Strong Consistency,0,0,Counter()
10,9,50,preflib,Weak Consistency,0,0,Counter()
16,9,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
16,9,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
16,9,50,preflib,Strong Consistency,1,0,Counter({'Borda': 1})
16,9,50,preflib,Weak Consistency,0,0,Counter()
19,9,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
19,9,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
19,9,50,preflib,Strong Consistency,0,0,Counter()
19,9,50,preflib,Weak Consistency,0,0,Counter()
15,9,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
15,9,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
15,9,50,preflib,Strong Consistency,1,0,Counter({'Borda': 1})
15,9,50,preflib,Weak Consistency,0,0,Counter()
10,9,50,preflib,Reversal Consistency,1,0,Counter({'Plurality': 1})
10,9,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
10,9,50,preflib,Strong Consistency,1,1,Counter()
10,9,50,preflib,Weak Consistency,0,0,Counter()
10,9,50,preflib,Reversal Consistency,1,0,Counter({'Plurality': 1})
10,9,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
10,9,50,preflib,Strong Consistency,0,0,Counter()
10,9,50,preflib,Weak Consistency,0,0,Counter()
17,9,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
17,9,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
17,9,50,preflib,Strong Consistency,1,0,Counter({'Borda': 1})
17,9,50,preflib,Weak Consistency,0,0,Counter()
9,9,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
9,9,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
9,9,50,preflib,Strong Consistency,0,0,Counter()
9,9,50,preflib,Weak Consistency,0,0,Counter()
9,9,50,preflib,Reversal Consistency,1,0,Counter({'Plurality Veto': 1})
9,9,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
9,9,50,preflib,Strong Consistency,0,0,Counter()
9,9,50,preflib,Weak Consistency,0,0,Counter()
17,9,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
17,9,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
17,9,50,preflib,Strong Consistency,1,1,Counter()
17,9,50,preflib,Weak Consistency,0,0,Counter()
17,9,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
17,9,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
17,9,50,preflib,Strong Consistency,0,0,Counter()
17,9,50,preflib,Weak Consistency,0,0,Counter()
16,9,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
16,9,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
16,9,50,preflib,Strong Consistency,0,0,Counter()
16,9,50,preflib,Weak Consistency,0,0,Counter()
15,9,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
15,9,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
15,9,50,preflib,Strong Consistency,1,1,Counter()
15,9,50,preflib,Weak Consistency,0,0,Counter()
5,9,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
5,9,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
5,9,50,preflib,Strong Consistency,0,0,Counter()
5,9,50,preflib,Weak Consistency,0,0,Counter()
44,9,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
44,9,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
44,9,50,preflib,Strong Consistency,0,0,Counter()
44,9,50,preflib,Weak Consistency,0,0,Counter()
19,9,50,preflib,Reversal Consistency,1,0,Counter({'Plurality Veto': 1})
19,9,50,preflib,Monotonicity,1,0,Counter({'Plurality Veto': 1})
19,9,50,preflib,Strong Consistency,1,1,Counter()
19,9,50,preflib,Weak Consistency,0,0,Counter()
36,9,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
36,9,50,preflib,Monotonicity,1,0,Counter({'Anti-Plurality': 1})
36,9,50,preflib,Strong Consistency,0,0,Counter()
36,9,50,preflib,Weak Consistency,0,0,Counter()
9,9,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
9,9,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
9,9,50,preflib,Strong Consistency,0,0,Counter()
9,9,50,preflib,Weak Consistency,0,0,Counter()
13,9,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
13,9,50,preflib,Monotonicity,1,0,Counter({'Dowdall': 1})
13,9,50,preflib,Strong Consistency,1,1,Counter()
13,9,50,preflib,Weak Consistency,0,0,Counter()
11,9,50,preflib,Reversal Consistency,1,0,Counter({'Anti-Plurality': 1})
11,9,50,preflib,Monotonicity,1,0,Counter({'Anti-Plurality': 1})
11,9,50,preflib,Strong Consistency,0,0,Counter()
11,9,50,preflib,Weak Consistency,0,0,Counter()
31,9,50,preflib,Reversal Consistency,1,0,Counter({'Dowdall': 1})
31,9,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
31,9,50,preflib,Strong Consistency,0,0,Counter()
31,9,50,preflib,Weak Consistency,0,0,Counter()
10,9,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
10,9,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
10,9,50,preflib,Strong Consistency,0,0,Counter()
10,9,50,preflib,Weak Consistency,0,0,Counter()
24,9,50,preflib,Reversal Consistency,1,0,Counter({'Borda': 1})
24,9,50,preflib,Monotonicity,1,0,Counter({'Borda': 1})
