num_voters,num_alternatives,Num Profiles,Shuffle Amount,Splits Per Profile,split type,preference distribution,voting rule,KT Distance Between Splits,KT Distance Std,Distance from Central Vote,Central Vote Distance Std
50,50,1,0,20,equal_size,plackett_luce-R,Kemeny,0.36,0.027,0.445,0.0
50,50,1,0,20,equal_size,plackett_luce-R,PL MLE,0.362,0.027,0.452,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Borda,0.362,0.025,0.439,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Copeland,0.363,0.024,0.441,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Kemeny,0.423,0.03,0.452,0.0
50,50,1,0,20,equal_size,plackett_luce-R,PL MLE,0.422,0.029,0.408,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Borda,0.421,0.028,0.426,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Copeland,0.421,0.033,0.426,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Kemeny,0.426,0.031,0.355,0.0
50,50,1,0,20,equal_size,plackett_luce-R,PL MLE,0.387,0.029,0.337,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Borda,0.433,0.03,0.351,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Copeland,0.426,0.03,0.348,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Kemeny,0.407,0.032,0.309,0.0
50,50,1,0,20,equal_size,plackett_luce-R,PL MLE,0.383,0.037,0.301,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Borda,0.402,0.036,0.315,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Copeland,0.404,0.027,0.325,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Kemeny,0.382,0.043,0.333,0.0
50,50,1,0,20,equal_size,plackett_luce-R,PL MLE,0.374,0.042,0.299,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Borda,0.381,0.044,0.312,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Copeland,0.376,0.043,0.321,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Kemeny,0.465,0.021,0.484,0.0
50,50,1,0,20,equal_size,plackett_luce-R,PL MLE,0.485,0.027,0.412,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Borda,0.476,0.02,0.496,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Copeland,0.475,0.021,0.48,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Kemeny,0.405,0.033,0.427,0.0
50,50,1,0,20,equal_size,plackett_luce-R,PL MLE,0.395,0.023,0.449,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Borda,0.407,0.027,0.443,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Copeland,0.405,0.031,0.438,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Kemeny,0.396,0.026,0.433,0.0
50,50,1,0,20,equal_size,plackett_luce-R,PL MLE,0.405,0.021,0.461,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Borda,0.398,0.02,0.442,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Copeland,0.405,0.024,0.447,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Kemeny,0.365,0.031,0.446,0.0
50,50,1,0,20,equal_size,plackett_luce-R,PL MLE,0.347,0.023,0.456,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Borda,0.346,0.027,0.457,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Copeland,0.355,0.032,0.443,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Kemeny,0.444,0.025,0.504,0.0
50,50,1,0,20,equal_size,plackett_luce-R,PL MLE,0.426,0.032,0.478,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Borda,0.436,0.022,0.511,0.0
50,50,1,0,20,equal_size,plackett_luce-R,Copeland,0.439,0.026,0.516,0.0
50,50,1,0,20,equal_size,plackett_luce,Kemeny,0.008,0.002,0.001,0.0
50,50,1,0,20,equal_size,plackett_luce,PL MLE,0.005,0.002,0.001,0.0
50,50,1,0,20,equal_size,plackett_luce,Borda,0.006,0.002,0.0,0.0
50,50,1,0,20,equal_size,plackett_luce,Copeland,0.008,0.002,0.002,0.0
50,50,1,0,20,equal_size,plackett_luce,Kemeny,0.006,0.001,0.002,0.0
50,50,1,0,20,equal_size,plackett_luce,PL MLE,0.004,0.002,0.002,0.0
50,50,1,0,20,equal_size,plackett_luce,Borda,0.006,0.001,0.002,0.0
50,50,1,0,20,equal_size,plackett_luce,Copeland,0.006,0.001,0.002,0.0
50,50,1,0,20,equal_size,plackett_luce,Kemeny,0.01,0.001,0.002,0.0
50,50,1,0,20,equal_size,plackett_luce,PL MLE,0.006,0.002,0.001,0.0
50,50,1,0,20,equal_size,plackett_luce,Borda,0.009,0.002,0.004,0.0
50,50,1,0,20,equal_size,plackett_luce,Copeland,0.01,0.001,0.003,0.0
50,50,1,0,20,equal_size,plackett_luce,Kemeny,0.007,0.003,0.002,0.0
50,50,1,0,20,equal_size,plackett_luce,PL MLE,0.004,0.001,0.001,0.0
50,50,1,0,20,equal_size,plackett_luce,Borda,0.006,0.001,0.002,0.0
50,50,1,0,20,equal_size,plackett_luce,Copeland,0.007,0.003,0.002,0.0
50,50,1,0,20,equal_size,plackett_luce,Kemeny,0.008,0.002,0.001,0.0
50,50,1,0,20,equal_size,plackett_luce,PL MLE,0.003,0.001,0.0,0.0
50,50,1,0,20,equal_size,plackett_luce,Borda,0.007,0.001,0.0,0.0
50,50,1,0,20,equal_size,plackett_luce,Copeland,0.008,0.002,0.001,0.0
50,50,1,0,20,equal_size,plackett_luce,Kemeny,0.008,0.002,0.0,0.0
50,50,1,0,20,equal_size,plackett_luce,PL MLE,0.004,0.001,0.0,0.0
50,50,1,0,20,equal_size,plackett_luce,Borda,0.006,0.002,0.001,0.0
50,50,1,0,20,equal_size,plackett_luce,Copeland,0.008,0.002,0.0,0.0
50,50,1,0,20,equal_size,plackett_luce,Kemeny,0.005,0.002,0.002,0.0
50,50,1,0,20,equal_size,plackett_luce,PL MLE,0.004,0.001,0.0,0.0
50,50,1,0,20,equal_size,plackett_luce,Borda,0.007,0.001,0.001,0.0
50,50,1,0,20,equal_size,plackett_luce,Copeland,0.005,0.002,0.002,0.0
50,50,1,0,20,equal_size,plackett_luce,Kemeny,0.009,0.002,0.001,0.0
50,50,1,0,20,equal_size,plackett_luce,PL MLE,0.005,0.001,0.002,0.0
50,50,1,0,20,equal_size,plackett_luce,Borda,0.007,0.002,0.001,0.0
50,50,1,0,20,equal_size,plackett_luce,Copeland,0.009,0.002,0.002,0.0
50,50,1,0,20,equal_size,plackett_luce,Kemeny,0.007,0.002,0.001,0.0
50,50,1,0,20,equal_size,plackett_luce,PL MLE,0.005,0.002,0.001,0.0
50,50,1,0,20,equal_size,plackett_luce,Borda,0.007,0.002,0.001,0.0
50,50,1,0,20,equal_size,plackett_luce,Copeland,0.007,0.002,0.001,0.0
50,50,1,0,20,equal_size,plackett_luce,Kemeny,0.006,0.002,0.0,0.0
50,50,1,0,20,equal_size,plackett_luce,PL MLE,0.004,0.002,0.0,0.0
50,50,1,0,20,equal_size,plackett_luce,Borda,0.005,0.002,0.001,0.0
50,50,1,0,20,equal_size,plackett_luce,Copeland,0.006,0.002,0.0,0.0
