num_voters,num_alternatives,preference distribution,voting rule,KT Distance Between Splits,KT Distance Std,Distance from Central Vote,Central Vote Distance Std
16,20,MALLOWS-RELPHI-R,Anti-Plurality,0.438,0.032,0.353,0.0
16,20,MALLOWS-RELPHI-R,Anti-Plurality,0.438,0.024,0.341,0.0
16,20,MALLOWS-RELPHI-R,Anti-Plurality,0.439,0.031,0.319,0.0
16,20,MALLOWS-RELPHI-R,Plurality,0.439,0.031,0.361,0.0
16,20,MALLOWS-RELPHI-R,Plurality,0.44,0.034,0.332,0.0
16,20,MALLOWS-RELPHI-R,Plurality,0.44,0.029,0.347,0.0
16,20,MALLOWS-RELPHI-R,Plurality,0.44,0.028,0.362,0.0
16,20,MALLOWS-RELPHI-R,Anti-Plurality,0.44,0.026,0.372,0.0
16,20,MALLOWS-RELPHI-R,Plurality,0.441,0.028,0.343,0.0
16,20,MALLOWS-RELPHI-R,Anti-Plurality,0.441,0.032,0.361,0.0
16,20,MALLOWS-RELPHI-R,Anti-Plurality,0.441,0.029,0.34,0.0
16,20,MALLOWS-RELPHI-R,Anti-Plurality,0.444,0.027,0.345,0.0
16,20,MALLOWS-RELPHI-R,Anti-Plurality,0.444,0.028,0.352,0.0
16,20,MALLOWS-RELPHI-R,Anti-Plurality,0.444,0.031,0.329,0.0
16,20,MALLOWS-RELPHI-R,Plurality,0.445,0.028,0.335,0.0
16,20,MALLOWS-RELPHI-R,Anti-Plurality,0.448,0.031,0.323,0.0
16,20,MALLOWS-RELPHI-R,Anti-Plurality,0.45,0.031,0.364,0.0
16,20,MALLOWS-RELPHI-R,Plurality,0.451,0.031,0.338,0.0
16,20,MALLOWS-RELPHI-R,Anti-Plurality,0.451,0.028,0.351,0.0
16,20,MALLOWS-RELPHI-R,Plurality,0.453,0.031,0.324,0.0
16,20,MALLOWS-RELPHI-R,Plurality,0.454,0.031,0.368,0.0
16,20,MALLOWS-RELPHI-R,Plurality,0.456,0.032,0.338,0.0
16,20,MALLOWS-RELPHI-R,Anti-Plurality,0.457,0.03,0.335,0.0
16,20,MALLOWS-RELPHI-R,Plurality,0.461,0.03,0.365,0.0
16,20,MALLOWS-RELPHI-R,Random,0.492,0.079,0.502,0.08
16,20,MALLOWS-RELPHI-R,Random,0.494,0.082,0.503,0.081
256,20,MALLOWS-RELPHI-R,Random,0.494,0.077,0.5,0.079
64,20,MALLOWS-RELPHI-R,Random,0.495,0.08,0.502,0.078
64,20,MALLOWS-RELPHI-R,Random,0.496,0.082,0.498,0.079
256,20,MALLOWS-RELPHI-R,Random,0.496,0.082,0.497,0.08
64,20,MALLOWS-RELPHI-R,Random,0.496,0.081,0.503,0.08
16,20,MALLOWS-RELPHI-R,Random,0.497,0.08,0.498,0.078
16,20,MALLOWS-RELPHI-R,Random,0.497,0.079,0.504,0.081
64,20,MALLOWS-RELPHI-R,Random,0.497,0.081,0.502,0.076
256,20,MALLOWS-RELPHI-R,Random,0.497,0.079,0.503,0.08
64,20,MALLOWS-RELPHI-R,Random,0.497,0.082,0.5,0.078
256,20,MALLOWS-RELPHI-R,Random,0.498,0.08,0.502,0.08
256,20,MALLOWS-RELPHI-R,Random,0.498,0.082,0.502,0.081
16,20,MALLOWS-RELPHI-R,Random,0.498,0.078,0.5,0.083
64,20,MALLOWS-RELPHI-R,Random,0.498,0.079,0.498,0.08
16,20,MALLOWS-RELPHI-R,Random,0.498,0.083,0.497,0.079
16,20,MALLOWS-RELPHI-R,Random,0.498,0.078,0.503,0.079
16,20,MALLOWS-RELPHI-R,Random,0.498,0.078,0.496,0.08
64,20,MALLOWS-RELPHI-R,Random,0.498,0.078,0.503,0.081
16,20,MALLOWS-RELPHI-R,Random,0.498,0.08,0.499,0.079
256,20,MALLOWS-RELPHI-R,Random,0.498,0.08,0.499,0.08
64,20,MALLOWS-RELPHI-R,Random,0.498,0.08,0.5,0.079
16,20,MALLOWS-RELPHI-R,Random,0.499,0.077,0.502,0.079
16,20,MALLOWS-RELPHI-R,Random,0.499,0.08,0.502,0.077
256,20,MALLOWS-RELPHI-R,Random,0.499,0.079,0.5,0.08
16,20,MALLOWS-RELPHI-R,Random,0.499,0.082,0.502,0.081
16,20,MALLOWS-RELPHI-R,Random,0.499,0.079,0.5,0.08
64,20,MALLOWS-RELPHI-R,Random,0.499,0.08,0.502,0.08
16,20,MALLOWS-RELPHI-R,Random,0.499,0.079,0.497,0.081
64,20,MALLOWS-RELPHI-R,Random,0.499,0.079,0.498,0.084
64,20,MALLOWS-RELPHI-R,Random,0.499,0.082,0.502,0.08
64,20,MALLOWS-RELPHI-R,Random,0.499,0.081,0.498,0.079
256,20,MALLOWS-RELPHI-R,Random,0.5,0.081,0.501,0.078
256,20,MALLOWS-RELPHI-R,Random,0.5,0.081,0.5,0.082
16,20,MALLOWS-RELPHI-R,Random,0.5,0.077,0.499,0.081
64,20,MALLOWS-RELPHI-R,Random,0.5,0.079,0.5,0.078
64,20,MALLOWS-RELPHI-R,Random,0.5,0.082,0.502,0.078
256,20,MALLOWS-RELPHI-R,Random,0.501,0.079,0.5,0.081
16,20,MALLOWS-RELPHI-R,Random,0.501,0.078,0.503,0.082
256,20,MALLOWS-RELPHI-R,Random,0.501,0.08,0.498,0.079
16,20,MALLOWS-RELPHI-R,Random,0.501,0.079,0.498,0.079
256,20,MALLOWS-RELPHI-R,Random,0.501,0.079,0.5,0.08
64,20,MALLOWS-RELPHI-R,Random,0.501,0.081,0.496,0.078
64,20,MALLOWS-RELPHI-R,Random,0.502,0.079,0.501,0.078
64,20,MALLOWS-RELPHI-R,Random,0.502,0.079,0.495,0.08
16,20,MALLOWS-RELPHI-R,Random,0.502,0.082,0.499,0.078
256,20,MALLOWS-RELPHI-R,Random,0.503,0.077,0.501,0.079
256,20,MALLOWS-RELPHI-R,Random,0.503,0.08,0.498,0.08
16,20,MALLOWS-RELPHI-R,Random,0.503,0.083,0.499,0.08
16,20,MALLOWS-RELPHI-R,Random,0.503,0.081,0.503,0.076
256,20,MALLOWS-RELPHI-R,Random,0.503,0.077,0.501,0.083
64,20,MALLOWS-RELPHI-R,Random,0.504,0.077,0.5,0.082
256,20,MALLOWS-RELPHI-R,Random,0.504,0.08,0.5,0.082
256,20,MALLOWS-RELPHI-R,Random,0.504,0.08,0.502,0.079
256,20,MALLOWS-RELPHI-R,Random,0.504,0.08,0.5,0.077
64,20,MALLOWS-RELPHI-R,Random,0.504,0.081,0.504,0.08
256,20,MALLOWS-RELPHI-R,Random,0.504,0.079,0.499,0.081
256,20,MALLOWS-RELPHI-R,Random,0.504,0.08,0.499,0.079
64,20,MALLOWS-RELPHI-R,Random,0.505,0.079,0.496,0.081
