num_voters,num_alternatives,Num Profiles,Splits Per Profile,split type,preference distribution,voting rule,KT Distance Between Splits,KT Distance Std,Distance from Central Vote,Central Vote Distance Std
20,10,5,5,equal_size,plackett_luce,Four Approval,0.16,0.035,0.071,0.0
20,10,5,5,equal_size,plackett_luce,Random,0.16,0.031,0.069,0.0
20,10,5,5,equal_size,plackett_luce,Plurality Veto,0.16,0.029,0.078,0.0
20,10,5,5,equal_size,plackett_luce,Two Approval,0.16,0.028,0.113,0.0
20,10,5,5,equal_size,plackett_luce,Four Approval,0.161,0.032,0.056,0.0
20,10,5,5,equal_size,plackett_luce,PL MLE,0.161,0.034,0.056,0.0
20,10,5,5,equal_size,plackett_luce,Four Approval,0.162,0.026,0.082,0.0
20,10,5,5,equal_size,plackett_luce,Dowdall,0.162,0.034,0.08,0.0
20,10,5,5,equal_size,plackett_luce,Four Approval,0.162,0.035,0.06,0.0
20,10,5,5,equal_size,plackett_luce,Three Approval,0.163,0.035,0.067,0.0
20,10,5,5,equal_size,plackett_luce,Plurality,0.163,0.036,0.076,0.0
20,10,5,5,equal_size,plackett_luce,Three Approval,0.163,0.031,0.091,0.0
20,10,5,5,equal_size,plackett_luce,Anti-Plurality,0.163,0.032,0.053,0.0
20,10,5,5,equal_size,plackett_luce,Two Approval,0.163,0.037,0.078,0.0
20,10,5,5,equal_size,plackett_luce,Plurality,0.164,0.036,0.071,0.0
20,10,5,5,equal_size,plackett_luce,Four Approval,0.164,0.033,0.069,0.0
20,10,5,5,equal_size,plackett_luce,Dowdall,0.164,0.029,0.058,0.0
20,10,5,5,equal_size,plackett_luce,Three Approval,0.165,0.03,0.056,0.0
20,10,5,5,equal_size,plackett_luce,Anti-Plurality,0.165,0.032,0.08,0.0
20,10,5,5,equal_size,plackett_luce,Plurality Veto,0.165,0.038,0.06,0.0
20,10,5,5,equal_size,plackett_luce,Dowdall,0.165,0.036,0.078,0.0
20,10,5,5,equal_size,plackett_luce,Four Approval,0.166,0.027,0.082,0.0
20,10,5,5,equal_size,plackett_luce,Three Approval,0.167,0.036,0.098,0.0
20,10,5,5,equal_size,plackett_luce,PL MLE,0.167,0.036,0.073,0.0
20,10,5,5,equal_size,plackett_luce,Anti-Plurality,0.167,0.027,0.069,0.0
20,10,5,5,equal_size,plackett_luce,Four Approval,0.167,0.04,0.08,0.0
20,10,5,5,equal_size,plackett_luce,PL MLE,0.167,0.036,0.06,0.0
20,10,5,5,equal_size,plackett_luce,PL MLE,0.168,0.045,0.084,0.0
20,10,5,5,equal_size,plackett_luce,Borda,0.169,0.038,0.069,0.0
20,10,5,5,equal_size,plackett_luce,Four Approval,0.169,0.038,0.091,0.0
20,10,5,5,equal_size,plackett_luce,Two Approval,0.169,0.032,0.08,0.0
20,10,5,5,equal_size,plackett_luce,Two Approval,0.17,0.042,0.089,0.0
20,10,5,5,equal_size,plackett_luce,Two Approval,0.17,0.025,0.118,0.0
20,10,5,5,equal_size,plackett_luce,Two Approval,0.17,0.037,0.078,0.0
20,10,5,5,equal_size,plackett_luce,Random,0.17,0.033,0.098,0.0
20,10,5,5,equal_size,plackett_luce,Two Approval,0.17,0.029,0.053,0.0
20,10,5,5,equal_size,plackett_luce,Four Approval,0.171,0.03,0.087,0.0
20,10,5,5,equal_size,plackett_luce,Random,0.171,0.04,0.073,0.0
20,10,5,5,equal_size,plackett_luce,Borda,0.172,0.028,0.093,0.0
20,10,5,5,equal_size,plackett_luce,Anti-Plurality,0.172,0.032,0.096,0.0
20,10,5,5,equal_size,plackett_luce,Copeland,0.172,0.024,0.062,0.0
20,10,5,5,equal_size,plackett_luce,Dowdall,0.172,0.033,0.058,0.0
20,10,5,5,equal_size,plackett_luce,Plurality,0.172,0.033,0.087,0.0
20,10,5,5,equal_size,plackett_luce,Plurality Veto,0.172,0.037,0.073,0.0
20,10,5,5,equal_size,plackett_luce,Plurality Veto,0.172,0.03,0.051,0.0
20,10,5,5,equal_size,plackett_luce,Two Approval,0.173,0.036,0.062,0.0
20,10,5,5,equal_size,plackett_luce,Dowdall,0.173,0.03,0.06,0.0
20,10,5,5,equal_size,plackett_luce,Copeland,0.173,0.036,0.113,0.0
20,10,5,5,equal_size,plackett_luce,Copeland,0.174,0.028,0.08,0.0
20,10,5,5,equal_size,plackett_luce,Anti-Plurality,0.175,0.034,0.067,0.0
