n_voters,n_candidates,n_splits,pref_dist,axiom_name,possible_violations,total_violations,non_violating_rule_names
32,5,20,IC,Weak Consistency,0,0,Counter()
32,5,40,MALLOWS-RELPHI-R,Homogeneity,500,226,"Counter({'Borda': 162, 'Plurality Veto': 46, 'Dowdall': 26, 'Anti-Plurality': 20, 'Plurality': 20})"
32,5,40,MALLOWS-RELPHI-R,Reversal Symmetry,500,0,"Counter({'Borda': 290, 'Dowdall': 80, 'Plurality Veto': 68, 'Plurality': 35, 'Anti-Plurality': 27})"
32,5,40,MALLOWS-RELPHI-R,Monotonicity,500,5,"Counter({'Borda': 291, 'Dowdall': 81, 'Plurality Veto': 66, 'Plurality': 31, 'Anti-Plurality': 26})"
32,5,40,MALLOWS-RELPHI-R,Strong Consistency,223,50,"Counter({'Borda': 150, 'Dowdall': 11, 'Plurality Veto': 9, 'Anti-Plurality': 2, 'Plurality': 1})"
32,5,40,MALLOWS-RELPHI-R,Weak Consistency,148,8,"Counter({'Borda': 132, 'Dowdall': 5, 'Plurality Veto': 3})"
32,5,40,URN-R,Homogeneity,500,155,"Counter({'Borda': 140, 'Plurality Veto': 78, 'Dowdall': 64, 'Anti-Plurality': 32, 'Plurality': 31})"
32,5,40,URN-R,Reversal Symmetry,500,0,"Counter({'Borda': 177, 'Plurality Veto': 105, 'Dowdall': 95, 'Anti-Plurality': 73, 'Plurality': 50})"
32,5,40,URN-R,Monotonicity,500,10,"Counter({'Borda': 168, 'Plurality Veto': 106, 'Dowdall': 93, 'Anti-Plurality': 66, 'Plurality': 57})"
32,5,40,URN-R,Strong Consistency,218,39,"Counter({'Borda': 109, 'Plurality Veto': 31, 'Dowdall': 21, 'Anti-Plurality': 13, 'Plurality': 5})"
32,5,40,URN-R,Weak Consistency,123,4,"Counter({'Borda': 94, 'Plurality Veto': 15, 'Dowdall': 10})"
32,5,40,plackett_luce,Homogeneity,500,203,"Counter({'Borda': 192, 'Plurality Veto': 56, 'Anti-Plurality': 31, 'Dowdall': 18})"
32,5,40,plackett_luce,Reversal Symmetry,500,0,"Counter({'Borda': 302, 'Plurality Veto': 112, 'Anti-Plurality': 51, 'Dowdall': 34, 'Plurality': 1})"
32,5,40,plackett_luce,Monotonicity,500,2,"Counter({'Borda': 305, 'Plurality Veto': 100, 'Anti-Plurality': 52, 'Dowdall': 40, 'Plurality': 1})"
32,5,40,plackett_luce,Strong Consistency,207,63,"Counter({'Borda': 130, 'Plurality Veto': 12, 'Dowdall': 2})"
32,5,40,plackett_luce,Weak Consistency,75,12,"Counter({'Borda': 62, 'Plurality Veto': 1})"
32,5,40,single_peaked_conitzer,Homogeneity,500,228,"Counter({'Borda': 166, 'Plurality Veto': 104, 'Anti-Plurality': 2})"
32,5,40,single_peaked_conitzer,Reversal Symmetry,500,0,"Counter({'Borda': 207, 'Anti-Plurality': 167, 'Plurality Veto': 125, 'Dowdall': 1})"
32,5,40,single_peaked_conitzer,Monotonicity,500,6,"Counter({'Borda': 209, 'Anti-Plurality': 161, 'Plurality Veto': 123, 'Dowdall': 1})"
32,5,40,single_peaked_conitzer,Strong Consistency,177,74,"Counter({'Borda': 52, 'Plurality Veto': 39, 'Anti-Plurality': 12})"
32,5,40,single_peaked_conitzer,Weak Consistency,54,14,"Counter({'Borda': 23, 'Plurality Veto': 11, 'Anti-Plurality': 6})"
32,5,40,IC,Homogeneity,500,187,"Counter({'Anti-Plurality': 99, 'Plurality': 76, 'Borda': 54, 'Plurality Veto': 45, 'Dowdall': 39})"
32,5,40,IC,Reversal Symmetry,500,0,"Counter({'Anti-Plurality': 141, 'Plurality': 130, 'Borda': 91, 'Plurality Veto': 78, 'Dowdall': 60})"
32,5,40,IC,Monotonicity,500,41,"Counter({'Anti-Plurality': 126, 'Plurality': 101, 'Borda': 82, 'Dowdall': 78, 'Plurality Veto': 72})"
32,5,40,IC,Strong Consistency,101,50,"Counter({'Anti-Plurality': 19, 'Borda': 11, 'Plurality': 10, 'Plurality Veto': 7, 'Dowdall': 4})"
32,5,40,IC,Weak Consistency,1,1,Counter()
32,10,20,MALLOWS-RELPHI-R,Homogeneity,500,139,"Counter({'Borda': 309, 'Dowdall': 23, 'Anti-Plurality': 14, 'Plurality Veto': 8, 'Plurality': 7})"
32,10,20,MALLOWS-RELPHI-R,Reversal Symmetry,500,0,"Counter({'Borda': 396, 'Dowdall': 54, 'Anti-Plurality': 18, 'Plurality Veto': 17, 'Plurality': 15})"
32,10,20,MALLOWS-RELPHI-R,Monotonicity,500,13,"Counter({'Borda': 392, 'Dowdall': 53, 'Plurality Veto': 15, 'Anti-Plurality': 14, 'Plurality': 13})"
32,10,20,MALLOWS-RELPHI-R,Strong Consistency,294,41,"Counter({'Borda': 240, 'Dowdall': 7, 'Plurality Veto': 3, 'Plurality': 3})"
32,10,20,MALLOWS-RELPHI-R,Weak Consistency,72,8,"Counter({'Borda': 62, 'Dowdall': 2})"
32,10,20,URN-R,Homogeneity,500,141,"Counter({'Borda': 191, 'Dowdall': 107, 'Plurality Veto': 36, 'Plurality': 13, 'Anti-Plurality': 12})"
32,10,20,URN-R,Reversal Symmetry,500,0,"Counter({'Borda': 254, 'Dowdall': 133, 'Plurality Veto': 64, 'Anti-Plurality': 26, 'Plurality': 23})"
32,10,20,URN-R,Monotonicity,500,10,"Counter({'Borda': 248, 'Dowdall': 134, 'Plurality Veto': 60, 'Anti-Plurality': 25, 'Plurality': 23})"
32,10,20,URN-R,Strong Consistency,247,33,"Counter({'Borda': 150, 'Dowdall': 45, 'Plurality Veto': 15, 'Plurality': 2, 'Anti-Plurality': 2})"
32,10,20,URN-R,Weak Consistency,59,0,"Counter({'Borda': 55, 'Dowdall': 4})"
32,10,20,plackett_luce,Homogeneity,500,93,"Counter({'Borda': 400, 'Dowdall': 6, 'Plurality Veto': 1})"
32,10,20,plackett_luce,Reversal Symmetry,500,0,"Counter({'Borda': 494, 'Dowdall': 6})"
32,10,20,plackett_luce,Monotonicity,500,4,"Counter({'Borda': 487, 'Dowdall': 9})"
32,10,20,plackett_luce,Strong Consistency,466,7,Counter({'Borda': 459})
32,10,20,plackett_luce,Weak Consistency,27,0,Counter({'Borda': 27})
32,10,20,single_peaked_conitzer,Homogeneity,500,31,"Counter({'Borda': 455, 'Plurality Veto': 14})"
32,10,20,single_peaked_conitzer,Reversal Symmetry,500,0,"Counter({'Borda': 471, 'Plurality Veto': 24, 'Anti-Plurality': 5})"
32,10,20,single_peaked_conitzer,Monotonicity,500,38,"Counter({'Borda': 446, 'Plurality Veto': 12, 'Anti-Plurality': 4})"
32,10,20,single_peaked_conitzer,Strong Consistency,357,6,"Counter({'Borda': 347, 'Plurality Veto': 4})"
32,10,20,single_peaked_conitzer,Weak Consistency,4,2,Counter({'Borda': 2})
32,10,20,IC,Homogeneity,500,178,"Counter({'Anti-Plurality': 103, 'Borda': 82, 'Plurality': 55, 'Dowdall': 46, 'Plurality Veto': 36})"
32,10,20,IC,Reversal Symmetry,500,0,"Counter({'Anti-Plurality': 142, 'Borda': 122, 'Plurality': 107, 'Dowdall': 71, 'Plurality Veto': 58})"
32,10,20,IC,Monotonicity,500,56,"Counter({'Borda': 117, 'Anti-Plurality': 97, 'Plurality': 86, 'Dowdall': 82, 'Plurality Veto': 62})"
32,10,20,IC,Strong Consistency,104,49,"Counter({'Borda': 21, 'Anti-Plurality': 12, 'Plurality': 10, 'Dowdall': 6, 'Plurality Veto': 6})"
32,10,20,IC,Weak Consistency,0,0,Counter()
32,10,40,MALLOWS-RELPHI-R,Homogeneity,500,118,"Counter({'Borda': 326, 'Dowdall': 27, 'Anti-Plurality': 14, 'Plurality Veto': 8, 'Plurality': 7})"
32,10,40,MALLOWS-RELPHI-R,Reversal Symmetry,500,0,"Counter({'Borda': 415, 'Dowdall': 43, 'Plurality Veto': 20, 'Anti-Plurality': 15, 'Plurality': 7})"
32,10,40,MALLOWS-RELPHI-R,Monotonicity,500,6,"Counter({'Borda': 414, 'Dowdall': 48, 'Anti-Plurality': 15, 'Plurality Veto': 9, 'Plurality': 8})"
32,10,40,MALLOWS-RELPHI-R,Strong Consistency,315,37,"Counter({'Borda': 267, 'Dowdall': 9, 'Plurality Veto': 1, 'Anti-Plurality': 1})"
32,10,40,MALLOWS-RELPHI-R,Weak Consistency,69,5,"Counter({'Borda': 62, 'Dowdall': 2})"
32,10,40,URN-R,Homogeneity,500,130,"Counter({'Borda': 208, 'Dowdall': 88, 'Plurality Veto': 52, 'Anti-Plurality': 12, 'Plurality': 10})"
32,10,40,URN-R,Reversal Symmetry,500,0,"Counter({'Borda': 249, 'Dowdall': 127, 'Plurality Veto': 82, 'Anti-Plurality': 25, 'Plurality': 17})"
32,10,40,URN-R,Monotonicity,500,9,"Counter({'Borda': 249, 'Dowdall': 121, 'Plurality Veto': 83, 'Anti-Plurality': 22, 'Plurality': 16})"
32,10,40,URN-R,Strong Consistency,290,38,"Counter({'Borda': 179, 'Dowdall': 51, 'Plurality Veto': 19, 'Anti-Plurality': 3})"
32,10,40,URN-R,Weak Consistency,67,0,"Counter({'Borda': 62, 'Dowdall': 4, 'Plurality Veto': 1})"
32,10,40,plackett_luce,Homogeneity,500,77,"Counter({'Borda': 420, 'Dowdall': 2, 'Plurality Veto': 1})"
32,10,40,plackett_luce,Reversal Symmetry,500,0,"Counter({'Borda': 495, 'Dowdall': 5})"
32,10,40,plackett_luce,Monotonicity,500,5,"Counter({'Borda': 489, 'Dowdall': 6})"
32,10,40,plackett_luce,Strong Consistency,471,5,Counter({'Borda': 466})
32,10,40,plackett_luce,Weak Consistency,23,0,Counter({'Borda': 23})
32,10,40,single_peaked_conitzer,Homogeneity,500,34,"Counter({'Borda': 446, 'Plurality Veto': 20})"
32,10,40,single_peaked_conitzer,Reversal Symmetry,500,0,"Counter({'Borda': 470, 'Plurality Veto': 21, 'Anti-Plurality': 9})"
32,10,40,single_peaked_conitzer,Monotonicity,500,30,"Counter({'Borda': 443, 'Plurality Veto': 23, 'Anti-Plurality': 4})"
32,10,40,single_peaked_conitzer,Strong Consistency,353,9,"Counter({'Borda': 333, 'Plurality Veto': 11})"
32,10,40,single_peaked_conitzer,Weak Consistency,4,2,Counter({'Borda': 2})
32,10,40,IC,Homogeneity,500,169,"Counter({'Anti-Plurality': 91, 'Plurality': 65, 'Borda': 60, 'Dowdall': 58, 'Plurality Veto': 57})"
32,10,40,IC,Reversal Symmetry,500,0,"Counter({'Anti-Plurality': 137, 'Borda': 99, 'Plurality': 93, 'Dowdall': 86, 'Plurality Veto': 85})"
32,10,40,IC,Monotonicity,500,58,"Counter({'Anti-Plurality': 114, 'Borda': 87, 'Plurality': 87, 'Dowdall': 85, 'Plurality Veto': 69})"
32,10,40,IC,Strong Consistency,91,27,"Counter({'Borda': 19, 'Anti-Plurality': 13, 'Plurality': 12, 'Plurality Veto': 12, 'Dowdall': 8})"
32,10,40,IC,Weak Consistency,0,0,Counter()
32,20,20,MALLOWS-RELPHI-R,Homogeneity,500,88,"Counter({'Borda': 381, 'Dowdall': 17, 'Plurality Veto': 7, 'Anti-Plurality': 6, 'Plurality': 1})"
32,20,20,MALLOWS-RELPHI-R,Reversal Symmetry,500,0,"Counter({'Borda': 447, 'Dowdall': 32, 'Anti-Plurality': 9, 'Plurality Veto': 8, 'Plurality': 4})"
32,20,20,MALLOWS-RELPHI-R,Monotonicity,500,12,"Counter({'Borda': 440, 'Dowdall': 26, 'Anti-Plurality': 11, 'Plurality Veto': 9, 'Plurality': 2})"
32,20,20,MALLOWS-RELPHI-R,Strong Consistency,361,17,"Counter({'Borda': 337, 'Dowdall': 4, 'Plurality Veto': 2, 'Anti-Plurality': 1})"
32,20,20,MALLOWS-RELPHI-R,Weak Consistency,35,3,"Counter({'Borda': 29, 'Dowdall': 3})"
32,20,20,URN-R,Homogeneity,500,102,"Counter({'Borda': 238, 'Dowdall': 136, 'Plurality Veto': 15, 'Anti-Plurality': 7, 'Plurality': 2})"
32,20,20,URN-R,Reversal Symmetry,500,0,"Counter({'Borda': 282, 'Dowdall': 171, 'Plurality Veto': 28, 'Anti-Plurality': 12, 'Plurality': 7})"
32,20,20,URN-R,Monotonicity,500,4,"Counter({'Borda': 288, 'Dowdall': 166, 'Plurality Veto': 21, 'Anti-Plurality': 13, 'Plurality': 8})"
32,20,20,URN-R,Strong Consistency,274,32,"Counter({'Borda': 173, 'Dowdall': 63, 'Plurality Veto': 6})"
32,20,20,URN-R,Weak Consistency,30,0,Counter({'Borda': 30})
32,20,20,plackett_luce,Homogeneity,500,38,"Counter({'Borda': 461, 'Dowdall': 1})"
32,20,20,plackett_luce,Reversal Symmetry,500,0,"Counter({'Borda': 499, 'Dowdall': 1})"
32,20,20,plackett_luce,Monotonicity,500,6,Counter({'Borda': 494})
32,20,20,plackett_luce,Strong Consistency,495,1,Counter({'Borda': 494})
32,20,20,plackett_luce,Weak Consistency,0,0,Counter()
32,20,20,single_peaked_conitzer,Homogeneity,500,2,"Counter({'Borda': 494, 'Plurality Veto': 4})"
32,20,20,single_peaked_conitzer,Reversal Symmetry,500,0,"Counter({'Borda': 498, 'Plurality Veto': 2})"
32,20,20,single_peaked_conitzer,Monotonicity,500,31,"Counter({'Borda': 468, 'Dowdall': 1})"
32,20,20,single_peaked_conitzer,Strong Consistency,447,0,Counter({'Borda': 447})
32,20,20,single_peaked_conitzer,Weak Consistency,0,0,Counter()
32,20,20,IC,Homogeneity,500,149,"Counter({'Anti-Plurality': 98, 'Borda': 70, 'Dowdall': 70, 'Plurality': 68, 'Plurality Veto': 45})"
32,20,20,IC,Reversal Symmetry,500,0,"Counter({'Anti-Plurality': 133, 'Borda': 102, 'Plurality': 101, 'Dowdall': 93, 'Plurality Veto': 71})"
32,20,20,IC,Monotonicity,500,59,"Counter({'Anti-Plurality': 136, 'Borda': 96, 'Dowdall': 90, 'Plurality': 69, 'Plurality Veto': 50})"
32,20,20,IC,Strong Consistency,93,28,"Counter({'Borda': 21, 'Plurality Veto': 15, 'Dowdall': 14, 'Anti-Plurality': 8, 'Plurality': 7})"
32,20,20,IC,Weak Consistency,0,0,Counter()
32,20,40,MALLOWS-RELPHI-R,Homogeneity,500,78,"Counter({'Borda': 383, 'Dowdall': 19, 'Anti-Plurality': 11, 'Plurality Veto': 6, 'Plurality': 3})"
32,20,40,MALLOWS-RELPHI-R,Reversal Symmetry,500,0,"Counter({'Borda': 433, 'Dowdall': 36, 'Plurality Veto': 13, 'Anti-Plurality': 12, 'Plurality': 6})"
32,20,40,MALLOWS-RELPHI-R,Monotonicity,500,11,"Counter({'Borda': 427, 'Dowdall': 32, 'Anti-Plurality': 13, 'Plurality Veto': 12, 'Plurality': 5})"
32,20,40,MALLOWS-RELPHI-R,Strong Consistency,352,14,"Counter({'Borda': 330, 'Dowdall': 5, 'Anti-Plurality': 2, 'Plurality Veto': 1})"
32,20,40,MALLOWS-RELPHI-R,Weak Consistency,32,7,"Counter({'Borda': 24, 'Dowdall': 1})"
32,20,40,URN-R,Homogeneity,500,108,"Counter({'Borda': 236, 'Dowdall': 127, 'Plurality Veto': 22, 'Plurality': 4, 'Anti-Plurality': 3})"
32,20,40,URN-R,Reversal Symmetry,500,0,"Counter({'Borda': 303, 'Dowdall': 157, 'Plurality Veto': 26, 'Anti-Plurality': 10, 'Plurality': 4})"
32,20,40,URN-R,Monotonicity,500,8,"Counter({'Borda': 290, 'Dowdall': 156, 'Plurality Veto': 32, 'Anti-Plurality': 11, 'Plurality': 3})"
32,20,40,URN-R,Strong Consistency,285,25,"Counter({'Borda': 180, 'Dowdall': 69, 'Plurality Veto': 10, 'Plurality': 1})"
32,20,40,URN-R,Weak Consistency,41,0,Counter({'Borda': 41})
32,20,40,plackett_luce,Homogeneity,500,28,Counter({'Borda': 472})
32,20,40,plackett_luce,Reversal Symmetry,500,0,Counter({'Borda': 500})
32,20,40,plackett_luce,Monotonicity,500,2,Counter({'Borda': 498})
32,20,40,plackett_luce,Strong Consistency,499,1,Counter({'Borda': 498})
32,20,40,plackett_luce,Weak Consistency,1,0,Counter({'Borda': 1})
32,20,40,single_peaked_conitzer,Homogeneity,500,3,"Counter({'Borda': 496, 'Plurality Veto': 1})"
32,20,40,single_peaked_conitzer,Reversal Symmetry,500,0,"Counter({'Borda': 498, 'Plurality Veto': 2})"
32,20,40,single_peaked_conitzer,Monotonicity,500,29,Counter({'Borda': 471})
32,20,40,single_peaked_conitzer,Strong Consistency,463,0,Counter({'Borda': 463})
32,20,40,single_peaked_conitzer,Weak Consistency,0,0,Counter()
32,20,40,IC,Homogeneity,500,136,"Counter({'Borda': 97, 'Anti-Plurality': 91, 'Dowdall': 69, 'Plurality': 60, 'Plurality Veto': 47})"
32,20,40,IC,Reversal Symmetry,500,0,"Counter({'Borda': 140, 'Anti-Plurality': 115, 'Dowdall': 90, 'Plurality': 83, 'Plurality Veto': 72})"
32,20,40,IC,Monotonicity,500,49,"Counter({'Borda': 129, 'Anti-Plurality': 111, 'Dowdall': 97, 'Plurality Veto': 59, 'Plurality': 55})"
32,20,40,IC,Strong Consistency,103,37,"Counter({'Borda': 26, 'Plurality Veto': 13, 'Dowdall': 13, 'Anti-Plurality': 8, 'Plurality': 6})"
32,20,40,IC,Weak Consistency,0,0,Counter()
64,5,20,MALLOWS-RELPHI-R,Homogeneity,500,287,"Counter({'Borda': 102, 'Plurality Veto': 68, 'Dowdall': 20, 'Anti-Plurality': 17, 'Plurality': 6})"
64,5,20,MALLOWS-RELPHI-R,Reversal Symmetry,500,0,"Counter({'Borda': 301, 'Plurality Veto': 98, 'Dowdall': 59, 'Anti-Plurality': 26, 'Plurality': 16})"
64,5,20,MALLOWS-RELPHI-R,Monotonicity,500,1,"Counter({'Borda': 287, 'Plurality Veto': 108, 'Dowdall': 60, 'Anti-Plurality': 29, 'Plurality': 15})"
64,5,20,MALLOWS-RELPHI-R,Strong Consistency,249,51,"Counter({'Borda': 186, 'Plurality Veto': 5, 'Dowdall': 4, 'Anti-Plurality': 3})"
64,5,20,MALLOWS-RELPHI-R,Weak Consistency,189,20,"Counter({'Borda': 166, 'Dowdall': 2, 'Plurality Veto': 1})"
64,5,20,URN-R,Homogeneity,500,177,"Counter({'Borda': 133, 'Plurality Veto': 77, 'Dowdall': 46, 'Anti-Plurality': 34, 'Plurality': 33})"
64,5,20,URN-R,Reversal Symmetry,500,0,"Counter({'Borda': 185, 'Plurality Veto': 108, 'Dowdall': 79, 'Anti-Plurality': 73, 'Plurality': 55})"
64,5,20,URN-R,Monotonicity,500,3,"Counter({'Borda': 184, 'Plurality Veto': 106, 'Dowdall': 88, 'Plurality': 63, 'Anti-Plurality': 56})"
64,5,20,URN-R,Strong Consistency,218,47,"Counter({'Borda': 118, 'Plurality Veto': 21, 'Dowdall': 17, 'Anti-Plurality': 8, 'Plurality': 7})"
64,5,20,URN-R,Weak Consistency,151,9,"Counter({'Borda': 109, 'Plurality Veto': 15, 'Dowdall': 12, 'Plurality': 3, 'Anti-Plurality': 3})"
64,5,20,plackett_luce,Homogeneity,500,238,"Counter({'Borda': 149, 'Plurality Veto': 73, 'Anti-Plurality': 30, 'Dowdall': 8, 'Plurality': 2})"
64,5,20,plackett_luce,Reversal Symmetry,500,0,"Counter({'Borda': 317, 'Plurality Veto': 94, 'Anti-Plurality': 51, 'Dowdall': 36, 'Plurality': 2})"
64,5,20,plackett_luce,Monotonicity,500,0,"Counter({'Borda': 306, 'Plurality Veto': 109, 'Anti-Plurality': 43, 'Dowdall': 40, 'Plurality': 2})"
64,5,20,plackett_luce,Strong Consistency,227,80,"Counter({'Borda': 121, 'Plurality Veto': 24, 'Anti-Plurality': 1, 'Dowdall': 1})"
64,5,20,plackett_luce,Weak Consistency,142,36,"Counter({'Borda': 92, 'Plurality Veto': 14})"
64,5,20,single_peaked_conitzer,Homogeneity,500,141,"Counter({'Borda': 288, 'Plurality Veto': 68, 'Dowdall': 2, 'Anti-Plurality': 1})"
64,5,20,single_peaked_conitzer,Reversal Symmetry,500,0,"Counter({'Borda': 364, 'Plurality Veto': 102, 'Anti-Plurality': 30, 'Dowdall': 4})"
64,5,20,single_peaked_conitzer,Monotonicity,500,1,"Counter({'Borda': 355, 'Plurality Veto': 111, 'Anti-Plurality': 31, 'Dowdall': 2})"
64,5,20,single_peaked_conitzer,Strong Consistency,258,77,"Counter({'Borda': 108, 'Plurality Veto': 73})"
64,5,20,single_peaked_conitzer,Weak Consistency,75,10,"Counter({'Borda': 48, 'Plurality Veto': 17})"
64,5,20,IC,Homogeneity,500,205,"Counter({'Anti-Plurality': 96, 'Plurality': 73, 'Borda': 60, 'Plurality Veto': 38, 'Dowdall': 28})"
64,5,20,IC,Reversal Symmetry,500,0,"Counter({'Anti-Plurality': 146, 'Plurality': 114, 'Borda': 111, 'Dowdall': 66, 'Plurality Veto': 63})"
64,5,20,IC,Monotonicity,500,31,"Counter({'Anti-Plurality': 124, 'Plurality': 106, 'Borda': 101, 'Plurality Veto': 69, 'Dowdall': 69})"
64,5,20,IC,Strong Consistency,105,56,"Counter({'Anti-Plurality': 19, 'Plurality Veto': 10, 'Plurality': 8, 'Borda': 8, 'Dowdall': 4})"
64,5,20,IC,Weak Consistency,2,1,Counter({'Borda': 1})
64,5,40,MALLOWS-RELPHI-R,Homogeneity,500,240,"Counter({'Borda': 133, 'Plurality Veto': 61, 'Anti-Plurality': 27, 'Dowdall': 26, 'Plurality': 13})"
64,5,40,MALLOWS-RELPHI-R,Reversal Symmetry,500,0,"Counter({'Borda': 316, 'Plurality Veto': 82, 'Dowdall': 51, 'Anti-Plurality': 33, 'Plurality': 18})"
64,5,40,MALLOWS-RELPHI-R,Monotonicity,500,2,"Counter({'Borda': 303, 'Plurality Veto': 98, 'Dowdall': 47, 'Anti-Plurality': 34, 'Plurality': 16})"
64,5,40,MALLOWS-RELPHI-R,Strong Consistency,249,51,"Counter({'Borda': 183, 'Plurality Veto': 6, 'Dowdall': 5, 'Anti-Plurality': 2, 'Plurality': 2})"
64,5,40,MALLOWS-RELPHI-R,Weak Consistency,203,29,"Counter({'Borda': 166, 'Plurality Veto': 5, 'Dowdall': 3})"
64,5,40,URN-R,Homogeneity,500,144,"Counter({'Borda': 131, 'Plurality Veto': 82, 'Dowdall': 58, 'Anti-Plurality': 46, 'Plurality': 39})"
64,5,40,URN-R,Reversal Symmetry,500,0,"Counter({'Borda': 181, 'Plurality Veto': 107, 'Dowdall': 94, 'Anti-Plurality': 67, 'Plurality': 51})"
64,5,40,URN-R,Monotonicity,500,4,"Counter({'Borda': 172, 'Plurality Veto': 109, 'Dowdall': 95, 'Anti-Plurality': 67, 'Plurality': 53})"
64,5,40,URN-R,Strong Consistency,241,48,"Counter({'Borda': 113, 'Plurality Veto': 36, 'Dowdall': 20, 'Anti-Plurality': 18, 'Plurality': 6})"
64,5,40,URN-R,Weak Consistency,163,6,"Counter({'Borda': 107, 'Plurality Veto': 28, 'Dowdall': 18, 'Anti-Plurality': 2, 'Plurality': 2})"
64,5,40,plackett_luce,Homogeneity,500,228,"Counter({'Borda': 159, 'Plurality Veto': 68, 'Anti-Plurality': 31, 'Dowdall': 12, 'Plurality': 2})"
64,5,40,plackett_luce,Reversal Symmetry,500,0,"Counter({'Borda': 318, 'Plurality Veto': 105, 'Anti-Plurality': 49, 'Dowdall': 27, 'Plurality': 1})"
64,5,40,plackett_luce,Monotonicity,500,0,"Counter({'Borda': 327, 'Plurality Veto': 99, 'Anti-Plurality': 40, 'Dowdall': 32, 'Plurality': 2})"
64,5,40,plackett_luce,Strong Consistency,199,63,"Counter({'Borda': 121, 'Plurality Veto': 14, 'Dowdall': 1})"
64,5,40,plackett_luce,Weak Consistency,144,31,"Counter({'Borda': 102, 'Plurality Veto': 11})"
64,5,40,single_peaked_conitzer,Homogeneity,500,116,"Counter({'Borda': 295, 'Plurality Veto': 88, 'Anti-Plurality': 1})"
64,5,40,single_peaked_conitzer,Reversal Symmetry,500,0,"Counter({'Borda': 353, 'Plurality Veto': 119, 'Anti-Plurality': 28})"
64,5,40,single_peaked_conitzer,Monotonicity,500,5,"Counter({'Borda': 351, 'Plurality Veto': 114, 'Anti-Plurality': 30})"
64,5,40,single_peaked_conitzer,Strong Consistency,245,61,"Counter({'Borda': 117, 'Plurality Veto': 67})"
64,5,40,single_peaked_conitzer,Weak Consistency,64,4,"Counter({'Borda': 43, 'Plurality Veto': 17})"
64,5,40,IC,Homogeneity,500,190,"Counter({'Anti-Plurality': 110, 'Plurality': 72, 'Borda': 62, 'Dowdall': 33, 'Plurality Veto': 33})"
64,5,40,IC,Reversal Symmetry,500,0,"Counter({'Anti-Plurality': 158, 'Plurality': 112, 'Borda': 94, 'Dowdall': 76, 'Plurality Veto': 60})"
64,5,40,IC,Monotonicity,500,30,"Counter({'Anti-Plurality': 137, 'Plurality': 100, 'Borda': 92, 'Dowdall': 87, 'Plurality Veto': 54})"
64,5,40,IC,Strong Consistency,102,54,"Counter({'Anti-Plurality': 17, 'Plurality Veto': 11, 'Plurality': 10, 'Borda': 9, 'Dowdall': 1})"
64,5,40,IC,Weak Consistency,0,0,Counter()
64,10,20,MALLOWS-RELPHI-R,Homogeneity,500,119,"Counter({'Borda': 334, 'Dowdall': 30, 'Plurality Veto': 8, 'Anti-Plurality': 5, 'Plurality': 4})"
64,10,20,MALLOWS-RELPHI-R,Reversal Symmetry,500,0,"Counter({'Borda': 419, 'Dowdall': 43, 'Anti-Plurality': 13, 'Plurality Veto': 13, 'Plurality': 12})"
64,10,20,MALLOWS-RELPHI-R,Monotonicity,500,8,"Counter({'Borda': 417, 'Dowdall': 48, 'Anti-Plurality': 9, 'Plurality': 9, 'Plurality Veto': 9})"
64,10,20,MALLOWS-RELPHI-R,Strong Consistency,344,29,"Counter({'Borda': 306, 'Dowdall': 5, 'Plurality Veto': 3, 'Anti-Plurality': 1})"
64,10,20,MALLOWS-RELPHI-R,Weak Consistency,125,5,"Counter({'Borda': 119, 'Dowdall': 1})"
64,10,20,URN-R,Homogeneity,500,130,"Counter({'Borda': 187, 'Dowdall': 100, 'Plurality Veto': 60, 'Anti-Plurality': 13, 'Plurality': 10})"
64,10,20,URN-R,Reversal Symmetry,500,0,"Counter({'Borda': 222, 'Dowdall': 140, 'Plurality Veto': 95, 'Plurality': 22, 'Anti-Plurality': 21})"
64,10,20,URN-R,Monotonicity,500,6,"Counter({'Borda': 235, 'Dowdall': 128, 'Plurality Veto': 91, 'Anti-Plurality': 21, 'Plurality': 19})"
64,10,20,URN-R,Strong Consistency,284,44,"Counter({'Borda': 163, 'Dowdall': 42, 'Plurality Veto': 31, 'Anti-Plurality': 3, 'Plurality': 1})"
64,10,20,URN-R,Weak Consistency,67,0,"Counter({'Borda': 65, 'Dowdall': 2})"
64,10,20,plackett_luce,Homogeneity,500,67,"Counter({'Borda': 430, 'Plurality Veto': 2, 'Dowdall': 1})"
64,10,20,plackett_luce,Reversal Symmetry,500,0,"Counter({'Borda': 498, 'Plurality Veto': 2})"
64,10,20,plackett_luce,Monotonicity,500,0,"Counter({'Borda': 496, 'Plurality Veto': 2, 'Dowdall': 2})"
64,10,20,plackett_luce,Strong Consistency,483,1,Counter({'Borda': 482})
64,10,20,plackett_luce,Weak Consistency,144,0,Counter({'Borda': 144})
64,10,20,single_peaked_conitzer,Homogeneity,500,7,"Counter({'Borda': 490, 'Plurality Veto': 3})"
64,10,20,single_peaked_conitzer,Reversal Symmetry,500,0,"Counter({'Borda': 496, 'Plurality Veto': 4})"
64,10,20,single_peaked_conitzer,Monotonicity,500,25,"Counter({'Borda': 473, 'Plurality Veto': 2})"
64,10,20,single_peaked_conitzer,Strong Consistency,464,3,Counter({'Borda': 461})
64,10,20,single_peaked_conitzer,Weak Consistency,3,0,Counter({'Borda': 3})
