n_voters,n_candidates,n_splits,pref_dist,axiom_name,possible_violations,total_violations,non_violating_rule_names
100,5,50,MALLOWS-0.4,Strong Consistency,296,35,"Counter({'Borda': 255, 'Dowdall': 3, 'Plurality Veto': 2, 'Two Approval': 1})"
100,5,50,MALLOWS-0.4,Weak Consistency,295,34,"Counter({'Borda': 255, 'Dowdall': 3, 'Plurality Veto': 2, 'Two Approval': 1})"
100,5,50,URN-R,Reversal Consistency,500,0,"Counter({'Borda': 166, 'Two Approval': 84, 'Plurality Veto': 83, 'Dowdall': 63, 'Plurality': 53, 'Anti-Plurality': 51})"
100,5,50,URN-R,Monotonicity,500,1,"Counter({'Borda': 169, 'Two Approval': 80, 'Plurality Veto': 74, 'Dowdall': 70, 'Plurality': 54, 'Anti-Plurality': 52})"
100,5,50,URN-R,Strong Consistency,249,34,"Counter({'Borda': 123, 'Plurality Veto': 30, 'Two Approval': 26, 'Dowdall': 16, 'Anti-Plurality': 13, 'Plurality': 7})"
100,5,50,URN-R,Weak Consistency,199,10,"Counter({'Borda': 117, 'Plurality Veto': 27, 'Two Approval': 22, 'Dowdall': 13, 'Anti-Plurality': 9, 'Plurality': 1})"
100,5,50,plackett_luce,Reversal Consistency,500,0,"Counter({'Borda': 320, 'Plurality Veto': 108, 'Anti-Plurality': 36, 'Two Approval': 19, 'Dowdall': 16, 'Plurality': 1})"
100,5,50,plackett_luce,Monotonicity,500,0,"Counter({'Borda': 328, 'Plurality Veto': 100, 'Anti-Plurality': 34, 'Dowdall': 22, 'Two Approval': 16})"
100,5,50,plackett_luce,Strong Consistency,196,53,"Counter({'Borda': 133, 'Plurality Veto': 10})"
100,5,50,plackett_luce,Weak Consistency,173,34,"Counter({'Borda': 129, 'Plurality Veto': 10})"
100,5,50,single_peaked_conitzer,Reversal Consistency,500,0,"Counter({'Borda': 420, 'Plurality Veto': 73, 'Anti-Plurality': 6, 'Dowdall': 1})"
100,5,50,single_peaked_conitzer,Monotonicity,500,2,"Counter({'Borda': 427, 'Plurality Veto': 61, 'Dowdall': 6, 'Anti-Plurality': 4})"
100,5,50,single_peaked_conitzer,Strong Consistency,239,68,"Counter({'Borda': 111, 'Plurality Veto': 59, 'Two Approval': 1})"
100,5,50,single_peaked_conitzer,Weak Consistency,89,7,"Counter({'Borda': 65, 'Plurality Veto': 17})"
100,5,50,IC,Reversal Consistency,500,0,"Counter({'Two Approval': 125, 'Anti-Plurality': 117, 'Plurality': 108, 'Borda': 65, 'Plurality Veto': 51, 'Dowdall': 34})"
100,5,50,IC,Monotonicity,500,27,"Counter({'Anti-Plurality': 123, 'Two Approval': 103, 'Plurality': 92, 'Borda': 56, 'Dowdall': 52, 'Plurality Veto': 47})"
100,5,50,IC,Strong Consistency,89,42,"Counter({'Anti-Plurality': 21, 'Plurality': 12, 'Plurality Veto': 7, 'Borda': 3, 'Two Approval': 3, 'Dowdall': 1})"
100,5,50,IC,Weak Consistency,0,0,Counter()
